MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59392.475302  20.582  1.159    21   25 o  0   1.06 309.33001  66.10642  9507.28  4781.76 2.18 2.05  88.4 -0.442 18.73 19.21 02a59392o0499o
59392.478047 -25.417 106.500    -0   26 o  0   0.77 309.33001  66.10642  9527.51  4819.49 2.18 2.06  75.2 -0.437 18.80 19.25 02a59392o0505o
59392.481729  20.642  1.297    20   26 o  0   1.03 309.33001  66.10642  9468.40  4747.73 2.21 2.11 -72.2 -0.431 18.84 19.28 02a59392o0513o
59392.486801  20.524  1.209    22   27 o  0   0.93 309.33001  66.10642  9452.23  4866.18 2.19 2.07 -71.9 -0.442 18.77 19.23 02a59392o0524o
59392.491382  20.839  1.778    17   30 o  0   0.71 309.33001  66.10642   377.09  4742.72 2.09 1.91  37.7 -0.403 18.69 19.19 02a59392o0534o
59392.493210  19.456  0.424    60   25 o  0   1.16 309.33001  66.10642   398.59  4783.35 2.01 1.96 -65.2 -0.419 18.75 19.17 02a59392o0538o
59392.500807 -20.995  1.415   -14   20 o  0   1.40 309.33001  66.10642   339.57  4699.32 2.07 1.90 -54.5 -0.415 18.79 19.26 02a59392o0554o
59392.505939 -21.045  1.646   -14   23 o  0   0.89 309.33001  66.10642   318.32  4813.91 2.02 1.97 -49.7 -0.413 18.83 19.30 02a59392o0565o
59394.472656  20.367  0.713    26   18 o  0   0.81 309.33001  66.10642  2139.47  9704.36 1.96 1.68 -63.5 -0.441 19.47 20.25 01a59394o0497o
59394.474960  21.047  0.867    14   12 o  0   1.49 309.33001  66.10642  2124.67  9666.26 1.87 1.65 -64.8 -0.448 19.48 20.24 01a59394o0502o
59394.497450 -21.767  2.046    -7   15 o  0   0.91 309.33001  66.10642  2175.59  9745.11 1.85 1.61 -66.8 -0.447 19.48 20.22 01a59394o0550o
59394.500214 -25.593 68.333    -0   14 o  0   1.16 309.33001  66.10642  2196.99  9626.53 1.90 1.68 -66.4 -0.439 19.46 20.21 01a59394o0556o
59398.510381  20.847  0.988    17   16 o  0   0.83 309.33001  66.10642  8338.83   830.65 2.30 2.07 -79.9 -0.405 19.57 20.69 01a59398o0575o
59398.513609  20.831  0.864    17   15 o  0   1.44 309.33001  66.10642  8358.04   868.81 2.19 1.99 -75.6 -0.414 19.65 20.72 01a59398o0582o
59398.548755  21.038  0.871    14   12 o  0   1.25 309.33001  66.10642  8308.60   789.07 2.20 2.00 -76.2 -0.413 19.68 20.83 01a59398o0657o
59398.577171 -22.144  2.588    -5   13 o  0   1.30 309.33001  66.10642  8301.54   907.48 2.24 2.08 -73.9 -0.405 19.62 20.77 01a59398o0718o
59402.468718  17.914  0.059   248   15 o  0   1.47 309.33001  66.10642  8268.23  5750.29 2.14 2.03 -71.3 -0.415 19.57 20.71 01a59402o0489o
59402.470561  17.907  0.058   250   14 o  0   1.23 309.33001  66.10642  8246.72  5712.36 2.17 1.97 -71.9 -0.420 19.59 20.72 01a59402o0493o
59402.473326  17.769  0.051   283   14 o  0   1.52 309.33001  66.10642  8305.13  5792.58 2.23 2.05 -74.2 -0.415 19.56 20.73 01a59402o0499o
59402.481169  17.914  0.057   248   14 o  0   1.31 309.33001  66.10642  8324.56  5676.79 2.16 2.04 -66.2 -0.416 19.56 20.70 01a59402o0516o
59404.482414  18.376  0.083   162   14 c  0   1.40 309.33001  66.10642  1704.53  9322.14 2.39 2.27 -41.3 -0.440 19.62 21.45 02a59404o0511c
59404.484245  18.371  0.095   163   16 c  0   1.18 309.33001  66.10642  1725.62  9362.79 2.37 2.20 -44.2 -0.454 19.63 21.46 02a59404o0515c
59404.486992  18.420  0.096   156   15 c  0   1.03 309.33001  66.10642  1662.12  9280.24 2.35 2.22 -40.7 -0.454 19.62 21.47 02a59404o0521c
