# SN2017hcc magnitudes from Swift UVOT                                                        
# generated Thu Feb 22 23:25:55 UTC 2024 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.8(Bld47)_30Jun2023 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V               5.09862       0.346705
# B               9.72137       0.568944
# U               5.35340       0.313114
# UVW1            2.08592       0.105506
# UVM2           0.743006      0.0374840
# UVW2            1.06022      0.0569219
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
U        58060.9758  12.615   0.041  17.523  12.078 194.964   7.285   5.000      0.0110322     358.87   35325.44
U        58062.8107  12.607   0.041  17.381  12.078 196.485   7.354   5.000      0.0110322     166.88    5283.55
U        58067.6878  12.633   0.041  17.262  12.078 191.851   7.203   5.000      0.0110322     100.66   35630.78
U        58073.4641  12.690   0.041  17.145  12.080 182.027   6.871   5.000      0.0110322      64.73      65.77
U        58076.6118  12.722   0.041  17.333  12.082 176.733   6.673   5.000      0.0110322     108.77    5599.61
U        58079.6019  12.751   0.041  17.273  12.083 171.964   6.519   5.000      0.0110322      86.14    5562.28
U        58087.5870  12.981   0.042  17.457  12.086 139.129   5.335   5.000      0.0110322     100.44   63695.92
U        58091.6320  13.150   0.042  17.547  12.090 119.113   4.628   5.000      0.0110322     103.83    5311.94
U        58096.0844  13.293   0.043  17.583  12.093 104.389   4.114   5.000      0.0110322      95.78  155845.89
U        58099.3330  13.443   0.044  17.663  12.100  90.943   3.658   5.000      0.0110322     107.81    4682.08
#                                                                                           
B        58054.3944  14.067   0.045  17.912  12.904 104.054   4.325   5.000      0.0110322      92.29      93.77
B        58056.1243  13.993   0.045  17.592  12.901 111.333   4.635   5.000      0.0110322      38.16      38.77
B        58060.9766  13.881   0.044  18.061  12.897 123.498   4.962   5.000      0.0110322     359.01   35277.29
B        58062.8117  13.849   0.044  17.944  12.896 127.226   5.115   5.000      0.0110322     166.88    5323.60
B        58067.6883  13.826   0.044  17.828  12.895 129.924   5.227   5.000      0.0110322     100.65   35613.86
B        58073.4649  13.829   0.044  17.704  12.896 129.557   5.240   5.000      0.0110322      64.74      65.78
B        58076.6125  13.806   0.044  17.833  12.896 132.334   5.322   5.000      0.0110322     108.81    5536.80
B        58079.6025  13.853   0.044  17.789  12.902 126.661   5.152   5.000      0.0110322      86.15    5580.41
B        58087.5873  13.906   0.044  17.861  12.900 120.651   4.913   5.000      0.0110322     100.50   63697.89
B        58091.6327  14.019   0.045  17.918  12.904 108.774   4.496   5.000      0.0110322     103.89    5279.56
B        58096.0848  14.074   0.045  17.918  12.908 103.352   4.316   5.000      0.0110322      95.79  155851.14
B        58099.3337  14.150   0.046  17.964  12.918  96.339   4.106   5.000      0.0110322     107.81    4659.99
#                                                                                           
V        58054.3999  14.085   0.055  17.417  11.660  33.266   1.682   5.000      0.0110322      92.30      93.78
V        58060.9811  13.917   0.050  17.684  11.658  38.835   1.772   5.000      0.0110322     358.91   34988.80
V        58062.8168  13.849   0.050  17.539  11.658  41.337   1.901   5.000      0.0110322     166.97    5523.41
V        58067.6908  13.815   0.050  17.400  11.657  42.646   1.983   5.000      0.0110322     100.72   35511.00
V        58073.4696  13.766   0.051  17.238  11.657  44.648   2.096   5.000      0.0110322      64.73      65.77
V        58076.6165  13.711   0.049  17.400  11.657  46.944   2.126   5.000      0.0110322     108.75    5157.26
V        58079.6057  13.729   0.050  17.331  11.657  46.167   2.121   5.000      0.0110322      86.18    5685.38
V        58087.5892  13.773   0.050  17.386  11.658  44.358   2.049   5.000      0.0110322     100.44   63708.21
V        58091.6364  13.844   0.051  17.407  11.660  41.535   1.954   5.000      0.0110322     103.89    5084.61
V        58096.0871  13.835   0.051  17.379  11.660  41.896   1.976   5.000      0.0110322      95.81  155878.00
V        58099.3376  13.877   0.052  17.420  11.662  40.283   1.917   5.000      0.0110322     107.82    4525.86
#                                                                                           
