MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58983.394353 -21.315  0.761   -11    8 c  0   3.21 243.43963  22.92066  7148.73  3665.73 2.55 2.23 -56.1 -0.390 19.73 21.70 02a58983o0324c
58983.411652 -21.363  0.655   -10    7 c  0   3.06 243.43963  22.92066  7172.09  3707.14 2.46 2.23 -62.2 -0.396 19.76 21.77 02a58983o0357c
58983.414980  21.394  0.694    10    7 c  0   3.48 243.43963  22.92066  7115.80  3629.85 2.49 2.21 -57.2 -0.394 19.77 21.78 02a58983o0364c
58983.420941 -21.657  0.836    -8    7 c  0   5.52 243.43963  22.92066  7096.34  3748.33 2.46 2.22 -60.9 -0.396 19.79 21.80 02a58983o0377c
58985.459230  23.355  5.059     2    8 o  0   5.16 243.43963  22.92066  8271.03  5174.03 2.17 2.05 -65.3 -0.407 19.79 21.34 01a58985o0470o
58985.462454  21.559  1.054     9    9 o  0   2.55 243.43963  22.92066  8292.26  5212.53 2.09 2.01  84.7 -0.414 19.85 21.35 01a58985o0477o
58985.494373 -20.812  0.589   -17   10 o  0   2.60 243.43963  22.92066  8240.81  5134.34 2.35 2.23 -82.3 -0.396 19.64 21.24 01a58985o0542o
58985.500749  20.802  0.661    17   12 o  0   2.33 243.43963  22.92066  8222.25  5250.45 2.67 2.49 -83.0 -0.390 19.45 21.15 01a58985o0555o
58987.462532  23.244  4.714     2    9 c  0   2.68 243.43963  22.92066  4111.59  3316.30 2.49 2.46  82.4 -0.393 19.74 21.79 02a58987o0496c
58987.465759 -22.913  3.100    -2    8 c  0   2.43 243.43963  22.92066  4091.00  3277.41 2.41 2.39  73.9 -0.399 19.75 21.79 02a58987o0503c
58987.472859 -20.627  0.427   -20    9 c  0   2.03 243.43963  22.92066  4150.18  3354.14 2.36 2.33  54.6 -0.403 19.78 21.80 02a58987o0518c
58987.483773 -20.943  0.496   -15    8 c  0   1.95 243.43963  22.92066  4170.03  3240.66 2.42 2.37  70.1 -0.398 19.80 21.82 02a58987o0541c
58989.368236 -21.267  0.633   -11    7 o  0   4.07 243.43963  22.92066  2269.35  5363.93 1.97 1.76  -5.9 -0.416 19.75 21.20 01a58989o0289o
58989.371500 -22.010  1.400    -6    8 o  0   4.73 243.43963  22.92066  2250.30  5325.55 2.03 1.83 -10.0 -0.409 19.75 21.21 01a58989o0296o
58989.376604 -22.975  4.345    -2   10 o  0   2.62 243.43963  22.92066  2309.21  5402.61 2.01 1.81  -6.9 -0.417 19.77 21.22 01a58989o0307o
58989.382094  21.002  0.615    14    9 o  0   5.18 243.43963  22.92066  2328.54  5286.95 1.91 1.85 -60.7 -0.430 19.62 21.34 01a58989o0318o
58993.448118  19.667  0.267    49   13 o  0   1.56 243.43963  22.92066  4919.74  3288.60 1.90 1.79 -10.1 -0.413 19.30 20.39 01a58993o0400o
58993.451801  19.614  0.348    52   18 o  0   2.51 243.43963  22.92066  4940.24  3327.25 1.98 1.84  -3.5 -0.407 19.10 20.20 01a58993o0408o
58993.464380  19.705  0.316    48   15 o  0   2.48 243.43963  22.92066  4884.78  3246.93 2.01 1.89  -3.3 -0.406 19.09 20.23 01a58993o0433o
58993.471391  19.382  0.658    64   42 o  0   2.02 243.43963  22.92066  4868.20  3363.60 1.93 1.85  -4.3 -0.408 17.86 18.91 01a58993o0448o
58995.446865  19.037  0.102    88    9 c  0   1.82 243.43963  22.92066  7609.15  9134.66 2.67 2.54 -73.3 -0.406 19.79 21.66 02a58995o0450c
58995.456148  19.154  0.136    79   11 c  0   1.15 243.43963  22.92066  7591.25  9099.18 2.65 2.58 -73.2 -0.400 19.76 21.65 02a58995o0469c
58995.462580  18.696  0.084   121   10 c  0   2.25 243.43963  22.92066  7645.67  9175.33 2.86 2.72 -55.2 -0.390 19.69 21.66 02a58995o0482c
58995.472460  18.796  0.098   110   11 c  0   1.93 243.43963  22.92066  7666.37  9060.88 2.74 2.59 -60.5 -0.399 19.75 21.65 02a58995o0503c
58997.362426  17.342  0.661   420  277 o  0   1.15 243.43963  22.92066  5612.48  7273.70 2.08 1.83  -1.5 -0.392 15.77 16.16 01a58997o0268o
58997.365691  15.964  0.484  1494  723 o  0   1.46 243.43963  22.92066  5593.52  7235.65 2.15 1.85  -3.5 -0.391 14.91 15.35 01a58997o0275o
58997.368910 -14.926  2.000 -3888 7775 o  0   1.23 243.43963  22.92066  5651.25  7312.53 2.16 1.94   2.3 -0.396 13.10 13.52 01a58997o0282o
58999.365781  17.364  0.035   411   14 o  0   4.66 243.43963  22.92066  2958.39  1428.37 1.96 1.90 -75.2 -0.470 19.56 20.62 02a58999o0266o
58999.367610  17.349  0.036   417   15 o  0   4.39 243.43963  22.92066  2976.80  1468.44 1.93 1.90 -73.9 -0.464 19.58 20.63 02a58999o0270o
58999.372189  17.406  0.032   396   13 o  0   6.49 243.43963  22.92066  2919.55  1389.34 2.06 1.94 -66.7 -0.466 19.55 20.65 02a58999o0279o
58999.403668  17.306  0.032   434   14 o  0   4.04 243.43963  22.92066  2903.29  1508.94 2.14 2.08  71.5 -0.451 19.52 20.70 02a58999o0342o
59001.412023  17.126  0.029   512   15 o  0   4.02 243.43963  22.92066  8392.91  7111.27 2.07 1.91   7.9 -0.401 19.40 20.30 01a59001o0308o
59001.418012  17.036  0.026   557   14 o  0   3.35 243.43963  22.92066  8414.23  7147.34 2.10 1.92   7.1 -0.404 19.43 20.30 01a59001o0320o
59001.421231  17.146  0.029   503   14 o  0   4.69 243.43963  22.92066  8355.97  7071.38 2.06 1.87   0.7 -0.402 19.45 20.28 01a59001o0327o
