,MJD,Phase,Filter,ShiftedFilter,Wavelength,ShiftedWavelength,Flux,ShiftedFlux,Fluxerr,ShiftedFluxerr,Mag,ShiftedMag,Magerr,Nondetection
0,58246.35134259984,-1663.9559763602156,g,g,4231.675564159428,4231.675564159428,2.7323924280998726e-17,-2.902668629672309,9.570730658855413e-18,0.35026925709609635,20.89157762700943,7.256671574180777,0.35026925709609635,False
1,58249.34209490009,-1660.965224059968,g,g,4231.675564159428,4231.675564159428,4.652193957363319e-17,-2.6715538899753213,1.3839655615689433e-17,0.2974866427007959,20.313790777766958,6.678884724938305,0.2974866427007959,False
2,58313.23988430016,-1597.0674346598971,g,g,4231.675564159428,4231.675564159428,4.090215745316547e-17,-2.7274654866314663,1.141538283342698e-17,0.27908999290558273,20.45356976940732,6.818663716578667,0.27908999290558273,False
3,59909.51070600003,-0.796612960024504,g,g,4861.31772,4861.31772,2.2488150781116606e-14,0.012742041679601357,4.2561040774016915e-17,0.0018925985150257708,13.60305094862965,-0.03185510419900339,0.0018925985150257708,False
4,59914.48953700019,4.182218040135922,g,g,4861.31772,4861.31772,2.1443632664645476e-14,-0.007913343804212047,9.628365085762712e-17,0.004490081151985587,13.654689412339184,0.019783359510531895,0.004490081151985587,False
5,59923.47234949982,13.165030539763393,g,g,4231.675564159428,4231.675564159428,1.5379758309761427e-14,-0.1522621921802294,5.0023227886376634e-17,0.0032525366705292913,14.015561533279225,0.3806554804505726,0.0032525366705292913,False
6,59930.535717600025,20.228398639970692,g,g,4231.675564159428,4231.675564159428,7.869925312064744e-15,-0.4432410920420544,3.1569361627939604e-17,0.00401139278660538,14.743008782933787,1.1081027301051343,0.00401139278660538,False
7,59933.4504976999,23.143178739846917,g,g,4861.31772,4861.31772,6.65844275571249e-15,-0.5158390324772082,4.6110400430143826e-17,0.006925102778811794,14.924503634021672,1.2895975811930196,0.006925102778811794,False
8,59935.448032400105,25.140713440050604,g,g,4861.31772,4861.31772,5.617620839118289e-15,-0.5896592796542315,2.418563472055677e-17,0.004305316327534988,15.10905425196423,1.474148199135577,0.004305316327534988,False
9,59937.494641200174,27.1873222401191,g,g,4231.675564159428,4231.675564159428,4.341494711772137e-15,-0.7015724264770871,2.1369245471573182e-17,0.004922094092071474,15.388837119021371,1.7539310661927185,0.004922094092071474,False
10,59953.452951400075,43.14563244002056,g,g,4861.31772,4861.31772,1.991890428536727e-15,-1.039946258101761,4.388493349776254e-17,0.02203180098114186,16.234771698083055,2.5998656452544022,0.02203180098114186,False
11,59957.487141199876,47.17982223982108,g,g,4231.675564159428,4231.675564159428,1.991434920184022e-15,-1.0400455845426535,1.9163120716485326e-17,0.009622770255888917,16.235020014185285,2.600113961356632,0.009622770255888917,False
12,60016.40415510023,106.09683614017558,g,g,4231.675564159428,4231.675564159428,7.3369469189635125e-16,-1.47369632576609,1.496078273129549e-17,0.020391019447921797,17.319146867243877,3.684240814415224,0.020391019447921797,False
13,60029.38936340017,119.0820444401179,g,g,4861.31772,4861.31772,6.152531826143714e-16,-1.5501578339144544,1.5134824447918758e-17,0.024599343612668422,17.510300637614787,3.875394584786134,0.024599343612668422,False
14,60032.30704860017,121.99972964011249,g,g,4861.31772,4861.31772,5.871028597244573e-16,-1.570497507045081,1.2664763628393609e-17,0.02157162653634069,17.561149820441354,3.9262437676127018,0.02157162653634069,False
15,60042.26048609987,131.95316713981447,g,g,4861.31772,4861.31772,4.674218392110038e-16,-1.6695027028950502,6.453239570856898e-17,0.13806029221376995,17.808662810066277,4.173756757237625,0.13806029221376995,False
16,60042.36107640015,132.05375744009507,g,g,4861.31772,4861.31772,5.618198584878569e-16,-1.5896146168154317,1.8329101134093714e-17,0.03262451630568319,17.608942594867234,3.974036542038581,0.03262451630568319,False
17,60042.410497699864,132.10317873980966,g,g,4861.31772,4861.31772,5.780325058138542e-16,-1.577259441062111,1.6001306803382868e-17,0.027682364992351875,17.578054655483932,3.9431486026552793,0.027682364992351875,False
18,60043.30151619995,132.99419723989558,g,g,4231.675564159428,4231.675564159428,5.30560710124323e-16,-1.6144766170245042,1.8100836700486688e-17,0.034116428817816596,17.671097595389913,4.0361915425612604,0.034116428817816596,False
19,60043.45678240014,133.14946344008786,g,g,4231.675564159428,4231.675564159428,4.883980968620722e-16,-1.6504377398732437,1.6475598633143445e-17,0.033733953385564265,17.761000402511762,4.126094349683109,0.033733953385564265,False
20,60044.3058449002,133.99852594014374,g,g,4161.970035824163,4161.970035824163,5.272738071485772e-16,-1.6171755049802403,1.396581852627502e-17,0.02648684295887977,17.677844815279254,4.042938762450602,0.02648684295887977,False
21,60044.30678239977,133.99946343971533,g,g,4161.970035824163,4161.970035824163,5.33830444151435e-16,-1.611808365026354,1.4471733688499667e-17,0.027109232616928793,17.664426965394536,4.029520912565884,0.027109232616928793,False
22,60044.49261569977,134.18529673971352,g,g,4161.970035824163,4161.970035824163,5.343840415947269e-16,-1.611358222588576,1.4404348142776475e-17,0.026955049218518077,17.663301609300092,4.028395556471439,0.026955049218518077,False
23,60045.3452198999,135.0379009398457,g,g,4861.31772,4861.31772,5.084343411010615e-16,-1.6329768264798759,1.1907181962887306e-17,0.023419311010938415,17.71734811902834,4.082442066199688,0.023419311010938415,False
24,60045.38020829996,135.0728893399064,g,g,4861.31772,4861.31772,5.271131544615925e-16,-1.6173078483770027,1.2980305988334572e-17,0.024625274247980028,17.678175673771158,4.043269620942505,0.024625274247980028,False
