MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59175.587725  24.179 10.333     1    8 c  0   1.63 119.89366  15.30002  1057.76  1913.32 2.52 2.30 -62.8 -0.425 19.69 21.41 02a59175o0035c
59175.590927  21.848  1.245     7    8 c  0   1.19 119.89366  15.30002  1078.25  1954.72 2.61 2.34 -59.7 -0.422 19.66 21.41 02a59175o0042c
59175.596919  20.955  0.636    15   10 c  0   1.30 119.89366  15.30002  1021.45  1875.94 2.66 2.30 -59.8 -0.422 19.68 21.38 02a59175o0054c
59175.622429 -20.595  0.683   -21   14 c  0   1.22 119.89366  15.30002  9587.10  8574.60 2.78 2.58 -64.3 -0.374 19.37 20.98 02a59175o0105c
59179.527265  20.249  0.504    29   14 o  0   0.79 119.89366  15.30002  7592.64  8260.19 2.32 2.10  46.0 -0.439 19.28 20.11 02a59179o0722o
59179.530476  20.678  0.673    19   13 o  0   1.24 119.89366  15.30002  7612.26  8299.31 2.36 2.09  47.9 -0.434 19.31 20.12 02a59179o0729o
59179.534628  20.370  0.542    26   14 o  0   1.20 119.89366  15.30002  7553.21  8222.50 2.23 2.10  53.4 -0.439 19.35 20.16 02a59179o0737o
59179.539913  23.851 13.222     1   14 o  0   1.05 119.89366  15.30002  7533.17  8340.84 2.25 2.12  46.5 -0.438 19.36 20.18 02a59179o0748o
59180.504867 -21.409  1.514   -10   15 o  0   1.12 119.89366  15.30002  9905.99  4281.56 2.28 1.93 -81.3 -0.423 19.44 20.15 01a59180o0702o
59180.509955  22.304  3.077     4   13 o  0   1.25 119.89366  15.30002  9887.77  4242.31 2.44 2.20 -62.0 -0.400 19.34 20.16 01a59180o0713o
59181.444603 -22.867  7.750    -3   20 o  0   0.88 119.89366  15.30002  9903.47  4282.60 2.50 2.44 -35.1 -0.387 18.89 19.42 01a59181o0482o
59181.447366  19.968  0.606    37   23 o  0   0.66 119.89366  15.30002  9885.93  4245.34 2.55 2.48 -54.3 -0.384 18.88 19.44 01a59181o0488o
59181.457055  21.739  2.493     7   18 o  0   0.97 119.89366  15.30002  9946.38  4322.43 2.30 2.23 -45.9 -0.394 19.05 19.51 01a59181o0509o
59181.466734 -20.062  0.634   -34   22 o  0   0.77 119.89366  15.30002  9967.45  4204.91 2.66 2.55   6.5 -0.379 18.94 19.57 01a59181o0530o
59183.443621 -19.104  1.238   -83  103 o  0   1.05 119.89366  15.30002  7578.62  8259.05 2.52 2.46  89.4 -0.445 18.22 18.35 02a59183o0211o
59183.445928 -19.343  6.875   -66  457 o  0   0.99 119.89366  15.30002  7597.91  8298.26 2.43 2.37  75.2 -0.504 16.61 17.21 02a59183o0216o
59183.460599  19.797  2.979    44  130 o  0   0.81 119.89366  15.30002  7519.71  8337.40 2.44 2.38  72.3 -0.449 18.04 18.12 02a59183o0248o
59189.568733  17.029  0.027   560   15 o  0   1.40 119.89366  15.30002  5288.37  9808.34 1.90 1.81 -32.4 -0.401 19.35 19.94 01a59189o0813o
59189.571672  16.993  0.024   579   14 o  0   1.64 119.89366  15.30002  5308.47  9848.54 2.08 1.84  -6.7 -0.391 19.30 19.95 01a59189o0818o
59189.600381  17.091  0.029   529   15 o  0   0.94 119.89366  15.30002  5255.19  9768.33 1.99 1.81   1.3 -0.397 19.32 19.97 01a59189o0878o
59189.625256  17.159  0.030   497   15 o  0   1.27 119.89366  15.30002  5241.81  9884.32 2.12 1.89 -20.4 -0.399 19.24 19.91 01a59189o0930o
59191.515120  17.132  0.026   510   13 o  0   2.11 119.89366  15.30002  6853.07  1668.96 2.12 2.00 -64.6 -0.428 19.39 20.44 02a59191o0668o
59191.516956  17.151  0.031   501   16 o  0   0.84 119.89366  15.30002  6872.05  1708.17 2.10 2.04 -68.3 -0.422 19.29 20.36 02a59191o0672o
59191.532784  17.084  0.046   533   24 o  0   1.14 119.89366  15.30002  6810.82  1633.92 2.02 1.97  -9.4 -0.438 18.96 19.96 02a59191o0702o
