,MJD,Phase,Filter,ShiftedFilter,Wavelength,ShiftedWavelength,Flux,ShiftedFlux,Fluxerr,ShiftedFluxerr,Mag,ShiftedMag,Magerr,Nondetection
0,59138.4976794,-27.90744637951866,c,c,4270.400000000001,4270.400000000001,7.169306104780189e-17,-0.2676623434638348,1.590781732960784e-17,0.22188782424844689,19.737292305066056,0.5622056629719339,0.22188782424844689,False
1,59142.462869,-23.942256779519084,c,c,4288.899520408163,4288.899520408163,7.836835851722575e-17,-0.22899871688391293,7.9854574927006e-18,0.1018964495848839,19.640633238616253,0.46554659652213104,0.1018964495848839,False
2,59146.534451,-19.870674779522233,c,c,4270.400000000001,4270.400000000001,7.849924567947689e-17,-0.22827398361855877,7.486619037818184e-18,0.09537185960215554,19.638821405452866,0.46373476335874386,0.09537185960215554,False
3,59170.48303475001,4.077908970488352,c,c,4270.400000000001,4270.400000000001,1.0716837437750862e-16,-0.09307282412193274,7.503247707030675e-18,0.07001363742441333,19.300818506711302,0.12573186461717967,0.07001363742441333,False
4,59193.396829749996,26.99170397047419,c,c,4288.899520408163,4288.899520408163,7.377452123076076e-17,-0.2552330673592298,8.604112360431773e-18,0.11662715280142319,19.70621911480454,0.5311324727104179,0.11662715280142319,False
5,59194.39538942857,27.990263649051485,c,c,4288.899520408163,4288.899520408163,6.927532889362888e-17,-0.28256087080183256,5.187820060721661e-18,0.07488697843192449,19.77453862341105,0.5994519813169283,0.07488697843192449,False
6,59195.397461,28.992335220478708,c,c,5049.267918367346,5049.267918367346,6.898766857975553e-17,-0.2843679988045178,5.97166396246853e-18,0.08656132444256737,19.779056443417765,0.6039698013236432,0.08656132444256737,False
7,59196.436057000006,30.03093122048449,c,c,6485.519336734695,6485.519336734695,3.8150142312828995e-17,-0.5416433047724727,1.0807956713690252e-17,0.2833005608489117,20.422244708337647,1.247158066243525,0.2833005608489117,False
8,59198.40051157143,31.99538579190994,c,c,4288.899520408163,4288.899520408163,5.986423809447625e-17,-0.3459720076184585,7.863498930410586e-18,0.1313555334655827,19.93306646545261,0.7579798233584896,0.1313555334655827,False
9,59200.390047,33.98492122047901,c,c,4305.708357142857,4305.708357142857,6.066610928315489e-17,-0.340193324024904,6.529572316452544e-18,0.10763130178624468,19.918619756468733,0.7435331143746104,0.10763130178624468,False
10,59219.33924375,52.93411797047884,c,c,5330.0,5330.0,3.281347124002022e-17,-0.6070872915861418,6.778109675814335e-18,0.20656484729197333,20.585854675371827,1.410768033277705,0.20656484729197333,False
11,59220.329223249995,53.9240974704735,c,c,4270.400000000001,4270.400000000001,1.828747994268042e-17,-0.8609856043218382,6.071323711344439e-18,0.3319934583865117,21.220600457211063,2.0455138151169407,0.3319934583865117,False
12,59221.3300645,54.92493872047635,c,c,5330.0,5330.0,3.211633444327301e-17,-0.6164134953402556,7.11602362078722e-18,0.2215702303560275,20.609170184757108,1.4340835426629859,0.2215702303560275,False
13,59222.36181649999,55.95669072047167,c,c,4204.414142857142,4204.414142857142,2.3556313108896088e-17,-0.7510321488320795,6.916194405024565e-18,0.2936025842861059,20.945716818486666,1.7706301763925438,0.2936025842861059,False
14,59224.341486,57.93636022047576,c,c,4288.899520408163,4288.899520408163,3.0616895060560276e-17,-0.6371783214749325,6.732306423746895e-18,0.21988860759493672,20.661082250093802,1.48599560799968,0.21988860759493672,False
15,59228.3480785,61.94295272047748,c,c,4270.400000000001,4270.400000000001,2.287129265667386e-17,-0.7638487560525906,6.488595228944385e-18,0.28370041546606717,20.977758336537942,1.80267169444382,0.28370041546606717,False
16,59230.29979325,63.89466747047845,c,c,4270.400000000001,4270.400000000001,2.5769448890008024e-17,-0.7120343363788901,9.26867024171613e-18,0.35967669628006715,20.848222287353693,1.6731356452595705,0.35967669628006715,False
17,59252.311367999995,85.90624222047336,c,c,5330.0,5330.0,2.0974157636512517e-17,-0.8014549394014256,7.28584219341516e-18,0.34737233884099933,21.07177379491003,1.8966871528159075,0.34737233884099933,False
18,59226.347084249996,59.941958470473764,c,c,4270.400000000001,4270.400000000001,4.5498836448992604e-17,-0.4651391766325812,4.549883644899261e-18,0.1,20.230984387987924,1.0558977458938017,0.1,True
19,59248.32560575,81.92047997047484,c,c,4288.899520408163,4288.899520408163,3.18513143825391e-17,-0.6200121084087176,3.1851314382539103e-18,0.1,20.618166717428263,1.4430800753341408,0.1,True
20,59256.303216500004,89.89809072048229,c,c,5330.0,5330.0,3.377654495176564e-17,-0.5945242441905041,3.377654495176564e-18,0.1,20.554447056882726,1.3793604147886036,0.1,True
21,59258.264931,91.85980522047612,c,c,5330.0,5330.0,3.573913784999971e-17,-0.5699953954998787,3.573913784999971e-18,0.1,20.493124935156164,1.3180382930620418,0.1,True
22,59260.262629000004,93.85750322048261,c,c,4288.899520408163,4288.899520408163,2.4968294589971596e-17,-0.7257505873926302,2.4968294589971598e-18,0.1,20.882512914888043,1.7074262727939207,0.1,True
23,59278.235864250004,111.83073847048217,c,c,5330.0,5330.0,5.829030395782967e-17,-0.3575431471539279,5.829030395782967e-18,0.1,19.961994314291292,0.7869076721971702,0.1,True
24,59432.6155045,266.210378720476,c,c,5330.0,5330.0,4.0605894088123517e-17,-0.5145503896085035,4.060589408812352e-18,0.1,20.354512420427724,1.1794257783336022,0.1,True
25,59436.59438116667,270.1892553871512,c,c,5330.0,5330.0,2.5540715632107876e-17,-0.7159064054199664,2.554071563210788e-18,0.1,20.85790245995639,1.6828158178622665,0.1,True
