 asas_sn_id jd flux flux_err mag mag_err limit fwhm image_id camera quality phot_filter
0 661435081877 2458361.6802243 0.2773577643289829 0.04835238309323807 17.792464802315358 0.18949149764015447 17.9415959025333 1.49 bq095971 bq G g
1 661435081877 2458685.7800207 0.4126018874912649 0.07583593820212704 17.36123759636217 0.1997818480962542 17.452952951449262 1.50 bq173553 bq G g
2 661435081877 2458319.2585606 0.4617169560736377 0.09808036888545099 17.173685384987408 99.999 17.173685384987408 1.55 bm063317 bm G g
3 661435081877 2458359.6634412 0.7322664537893662 0.10852512193791704 16.73839277498419 0.16109175622141048 17.06381490524056 1.52 bq095367 bq B g
4 661435081877 2459058.7806869 0.4369614113650423 0.050288719494549175 17.29895790840996 0.12509491731489542 17.898964168220623 1.52 bC151144 bC G g
5 661435081877 2459278.0226383 0.5067125309377436 0.059093447110464346 17.138161511102506 0.12676222474683058 17.723792300167574 1.56 bC214583 bC G g
6 661435081877 2458227.8108562 0.4774356404732285 0.032468352069738735 17.202778532593715 0.0739192553730258 18.373989994988133 1.54 bi072473 bi G g
7 661435081877 2459058.3470938 0.5676786300294355 0.0868392364099249 17.014809257931397 0.1662744894126447 17.305850621481106 1.61 bm233272 bm G g
8 661435081877 2458206.9745794 0.43659684664030857 0.047668858832428676 17.299864135647752 0.11867693821081896 17.957053723270864 2.41 bq059447 bq G g
9 661435081877 2459072.7298867 0.5654996805743905 0.031040239662908975 17.018984712412447 0.05966297081489895 18.422827946932586 1.46 bq269293 bq G g
10 661435081877 2458712.5521877 0.5990548749884806 0.11566352052157668 16.95639910548622 0.209865945854548 16.99464959380093 1.52 bE108456 bE G g
11 661435081877 2458220.9852249 0.2986197635363219 0.12032986301415428 16.951707055711324 99.999 16.951707055711324 1.53 bq063800 bq G g
12 661435081877 2458571.6590221 0.6728701347404162 0.08053490344156879 16.830237490726418 0.1300963350932721 17.387680255652477 1.59 bm122339 bm B g
13 661435081877 2458978.6577708 0.389556141612209 0.15727792443582697 16.660971188363167 99.999 16.660971188363167 1.49 bq247134 bq B g
14 661435081877 2458928.8137128 0.5000292020221614 0.03150321655613578 17.15257720190843 0.06848125380072159 18.406753364963187 1.48 bq239234 bq G g
15 661435081877 2458600.8192419 0.5525104771346224 0.05128770141093616 17.044214327617368 0.10089854191134741 17.877607522722826 1.42 bi207902 bi G g
16 661435081877 2459003.9822277 0.8061000763452995 0.06618085057269545 16.634093216570665 0.08923917669177832 17.60080975014211 2.01 bA134989 bA G g
17 661435081877 2458346.7205084 0.4664762669773224 0.10336866386747592 17.116668354780128 99.999 17.116668354780128 1.83 bq092457 bq B g
18 661435081877 2458670.6490249 0.5393383238370395 0.03699797557313011 17.070412419514696 0.07456394078257601 18.2321957081309 1.45 bi233116 bi G g
19 661435081877 2459279.8364697 0.2895415832657794 0.08316566832688926 17.352780406691277 99.999 17.352780406691277 1.46 bE213123 bE G g
20 661435081877 2458655.6493145 1.2505671500543811 0.2520341850901996 16.148991983802475 99.999 16.148991983802475 1.41 bi229027 bi B g
21 661435081877 2458559.5958193 0.5217789766620856 0.02852240832631588 17.106349180597785 0.05941714621069034 18.51467512908593 1.50 bm118513 bm G g
22 661435081877 2459317.7484124 0.44052294786757723 0.04481292254586736 17.290144280408228 0.11057244271883732 18.024132441340758 1.66 bE226282 bE G g
23 661435081877 2458578.8231216 0.6192299781953888 0.03964937976174023 16.92043568910256 0.06959797398784262 18.15704961642922 1.47 bE063378 bE G g
24 661435081877 2458990.0009997 0.51441655921083 0.030123864957614432 17.121778271781587 0.06365139474883863 18.455363881358856 1.46 bC131146 bC G g
25 661435081877 2459338.8406145 0.5428760059707834 0.05619834653901295 17.06331400444238 0.11252138353822051 17.778331766449533 1.47 bE233703 bE G g
26 661435081877 2459268.0704809 0.44574785997787514 0.030740607633948553 17.277342455238237 0.07496099689991238 18.433359492125682 1.47 bC213178 bC G g
27 661435081877 2458880.1704476 0.6193190596390022 0.14646611486814468 16.73829770719041 99.999 16.73829770719041 1.39 bC110011 bC B g
28 661435081877 2458997.9006156 0.6242096152755289 0.044189418447169344 16.911739486735534 0.07694847275271245 18.039344896224346 1.41 bC133274 bC B g
29 661435081877 2458609.6823513 0.5274475988191427 0.04287567307864907 17.094617323372688 0.08835757823361061 18.07211323438079 1.37 bi211787 bi B g
30 661435081877 2459008.0036828 0.23344933624409564 0.09722488765835284 17.183196986441796 99.999 17.183196986441796 2.01 bA136349 bA B g
31 661435081877 2459110.719709 0.6364967053883364 0.0555165909024528 16.890575222242724 0.09480665027060504 17.791583637390666 2.48 bA168727 bA B g
32 661435081877 2458287.8733086 0.5362273834820043 0.03334920905894993 17.076693151543164 0.06760031545961478 18.34492676584127 1.46 bq080108 bq G g
33 661435081877 2458179.8657754 0.7247928529534945 0.12820711407233193 16.749530866798814 0.19226949908019503 16.88286030050085 1.68 bq052334 bq G g
34 661435081877 2459003.0406043 0.6433692188166296 0.05896447534619563 16.878914925294882 0.09961903546824905 17.726164514867776 1.74 bC134800 bC G g
35 661435081877 2458657.7855778 0.4314400142916524 0.11426542199184266 17.0078535417985 99.999 17.0078535417985 1.60 bq167896 bq B g
36 661435081877 2458967.8408061 0.7113914815615607 0.04720277882232136 16.76979397104677 0.07212255082462916 17.96772169580629 1.43 bC125458 bC G g
37 661435081877 2458190.8861397 0.45843280940820735 0.032405093143903024 17.246876392450226 0.07683334745564739 18.376107426168073 1.40 bi057624 bi G g
38 661435081877 2458930.139558 0.5084834542089322 0.03264863471810373 17.13437355786034 0.06979115276805022 18.36797804915956 1.65 bC116019 bC G g
