MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58828.495181 -22.020  5.038    -6   28 o  0   1.58 141.96607  68.41186  3778.76  8805.17 2.35 2.11  45.3 -0.408 18.44 19.03 02a58828o0657o
58828.499038 -19.392  0.815   -64   52 o  0   1.04 141.96607  68.41186  3804.05  8842.46 2.14 2.05 -51.2 -0.449 18.57 19.04 02a58828o0665o
58828.504535 -22.302  9.842    -4   43 o  0   1.72 141.96607  68.41186  3735.68  8760.37 2.28 2.15  46.2 -0.423 18.51 19.05 02a58828o0676o
58828.515025  20.387  1.755    25   45 o  0   1.66 141.96607  68.41186  3719.83  8880.22 2.21 2.07 -48.8 -0.436 18.51 19.08 02a58828o0698o
58832.607974 -19.838  3.402   -42  143 o  0   1.39 141.96607  68.41186  3795.98  8809.46 2.31 2.29  43.8 -0.441 18.23 18.93 02a58832o0458o
58832.629267 -19.104  0.294   -83   24 o  0   1.70 141.96607  68.41186  6908.71  1695.05 2.31 2.03  36.9 -0.423 18.72 19.42 02a58832o0501o
58836.605078  17.663  0.052   312   16 o  0   1.99 141.96607  68.41186  6636.66 10018.35 2.66 2.07 -57.2 -0.437 19.47 20.62 02a58836o0859o
58836.608197  17.547  0.050   348   17 o  0   2.81 141.96607  68.41186  6611.45  9975.19 2.93 2.23 -59.9 -0.432 19.40 20.61 02a58836o0865o
58836.614710  17.640  0.053   319   17 o  0   3.12 141.96607  68.41186  6664.35 10057.78 2.93 2.26 -59.7 -0.443 19.37 20.59 02a58836o0878o
58836.625389  17.661  0.052   313   16 o  0   2.46 141.96607  68.41186  6684.42  9941.42 2.62 2.04 -57.6 -0.443 19.44 20.53 02a58836o0899o
58846.506051  16.738  0.019   732   14 o  0   2.68 141.96607  68.41186  1453.80  8217.05 2.40 2.01 -84.4 -0.419 19.73 21.31 01a58846o0673o
58846.509323  16.770  0.021   711   15 o  0   3.52 141.96607  68.41186  1435.20  8179.91 2.91 2.35 -88.2 -0.392 19.57 21.30 01a58846o0680o
58846.514423  16.794  0.021   696   14 o  0   3.08 141.96607  68.41186  1489.85  8253.37 2.46 2.03 -84.9 -0.415 19.72 21.31 01a58846o0691o
58846.524605  16.758  0.021   719   15 o  0   2.76 141.96607  68.41186  1508.82  8137.79 2.99 2.37 -88.0 -0.387 19.62 21.33 01a58846o0713o
58846.636825  16.811  0.020   685   14 o  0   3.58 141.96607  68.41186   512.16  2331.18 2.83 2.23  74.5 -0.411 19.62 21.42 01a58846o0950o
58846.640046  16.747  0.019   726   14 o  0   3.50 141.96607  68.41186   532.31  2371.95 2.78 2.16  75.2 -0.410 19.62 21.43 01a58846o0957o
58846.649874  16.780  0.020   705   14 o  0   2.00 141.96607  68.41186   479.62  2286.27 2.82 2.18  76.8 -0.406 19.66 21.42 01a58846o0977o
58846.660365  16.816  0.021   682   14 o  0   2.51 141.96607  68.41186   466.44  2400.30 2.78 2.17  76.1 -0.400 19.54 20.97 01a58846o0998o
58850.545420  16.821  0.019   679   13 o  0   2.15 141.96607  68.41186  4167.62  2337.39 2.29 1.81  82.0 -0.416 19.67 21.22 01a58850o0690o
58850.548642  16.963  0.023   596   14 o  0   2.65 141.96607  68.41186  4187.48  2375.60 2.44 1.94  80.5 -0.419 19.63 21.22 01a58850o0697o
58850.567015  16.857  0.024   656   16 o  0   1.36 141.96607  68.41186  4131.90  2296.14 2.40 1.93  81.0 -0.423 19.66 21.24 01a58850o0736o
58850.579399  16.910  0.024   625   15 o  0   1.33 141.96607  68.41186  4117.46  2410.42 2.40 1.96  79.8 -0.423 19.64 21.23 01a58850o0762o
58854.627987  17.007  0.021   572   12 o  0   2.03 141.96607  68.41186  4183.21  2326.14 2.51 2.36  79.7 -0.395 19.56 21.26 01a58854o0132o
58854.630888  17.055  0.029   547   16 o  0   1.54 141.96607  68.41186  4199.62  2364.36 3.16 2.68  84.8 -0.375 19.31 21.25 01a58854o0138o
58866.505105  17.241  0.033   461   15 o  0   1.74 141.96607  68.41186  8627.12   568.72 2.87 2.29  82.8 -0.421 19.30 20.78 01a58866o0625o
58866.507913  17.213  0.035   473   16 o  0   1.61 141.96607  68.41186  8645.44   605.51 3.26 2.43  85.5 -0.396 19.22 20.78 01a58866o0631o
58866.514036  17.244  0.035   460   16 o  0   2.36 141.96607  68.41186  8592.63   531.68 2.98 2.29  85.7 -0.414 19.33 20.78 01a58866o0644o
58866.528028  17.200  0.033   478   16 o  0   1.36 141.96607  68.41186  8583.07   651.94 2.71 2.31 -87.6 -0.396 19.43 20.74 01a58866o0672o
58866.593276  17.085  0.033   532   18 o  0   2.68 141.96607  68.41186   312.27   543.69 2.87 2.34  72.0 -0.412 19.31 20.67 01a58866o0809o
58866.600167  17.131  0.033   510   17 o  0   2.86 141.96607  68.41186   335.68   586.46 2.68 2.15  72.9 -0.430 19.39 20.69 01a58866o0823o
58866.603388  17.121  0.038   515   20 o  0   1.85 141.96607  68.41186   280.67   501.59 2.78 2.28  72.4 -0.411 19.37 20.70 01a58866o0830o
