,MJD,Phase,Filter,ShiftedFilter,Wavelength,ShiftedWavelength,Flux,ShiftedFlux,Fluxerr,ShiftedFluxerr,Mag,ShiftedMag,Magerr,Nondetection
0,58669.3189440816,-0.015058794437209144,w,w,5985.0,5985.0,9.227777196208876e-17,-0.0038568148231519217,2.350490179641129e-18,0.0254719,19.3374,0.009642037057876252,0.0254719,False
1,58669.3312733322,-0.0027295438339933753,w,w,5985.0,5985.0,8.85395071097492e-17,-0.021816814823150565,2.334255565441428e-18,0.026364,19.3823,0.05454203705787819,0.026364,False
2,58669.3436364279,0.009633551861043088,w,w,5985.0,5985.0,8.862109257516183e-17,-0.021416814823151498,2.459891115045797e-18,0.0277574,19.3813,0.05354203705787697,0.0277574,False
3,58669.3559647086,0.02196183256455697,w,w,5985.0,5985.0,9.143176426356761e-17,-0.007856814823149705,2.7779712936199747e-18,0.030383,19.3474,0.019642037057877815,0.030383,False
4,58666.31367575,-3.020327126032498,c,c,4288.899520408163,4288.899520408163,8.920975504588639e-17,-0.018541567924735602,7.39072483775896e-18,0.08284659938767265,19.499954247043604,0.17219628410148147,0.08284659938767265,False
5,58694.27668325,24.942680373962503,c,c,5330.0,5330.0,1.0982334643762309e-16,0.07174075820301518,8.351925859780667e-18,0.07604872853263811,19.274248431724228,-0.05350953121789459,0.07604872853263811,False
6,58703.24999325,33.91599037396372,c,c,5330.0,5330.0,1.1786672691594982e-16,0.10243730881695434,1.8832794003972368e-17,0.15978041044103938,19.197507055189377,-0.13025090775274606,0.15978041044103938,False
7,59424.254545,754.9205421239676,c,c,4305.708357142857,4305.708357142857,5.206479098288553e-17,-0.25240978557010507,1.5771144305750732e-17,0.30291381196430694,20.08462479115703,0.7568668282149069,0.30291381196430694,False
8,58706.285315999994,36.95131312395824,c,c,5330.0,5330.0,2.418924189489007e-15,1.4146683427295326,2.418924189489007e-16,0.1,15.916929470407933,-3.41082849253419,0.1,True
9,58846.66886683333,177.33486395729415,c,c,5330.0,5330.0,5.700870751891373e-17,-0.2130127198542553,5.700870751891373e-18,0.1,19.9861321268674,0.6583741639252771,0.1,True
10,58878.5843905,209.25038762396434,c,c,6480.492489795918,6480.492489795918,3.18513143825391e-17,-0.4658265560785999,3.1851314382539103e-18,0.1,20.618166717428263,1.2904087544861405,0.1,True
11,58879.50021124999,210.1662083739575,c,c,5330.0,5330.0,2.8367431788448843e-16,0.4838661044430399,2.8367431788448843e-17,0.1,18.243935066124166,-1.0838228968179564,0.1,True
12,58882.613521750005,213.2795188739692,c,c,5330.0,5330.0,3.3481057081353895e-17,-0.444154753491361,3.3481057081353896e-18,0.1,20.563987210960164,1.2362292480180415,0.1,True
13,58883.61704275,214.28303987396066,c,c,5330.0,5330.0,3.377654495176564e-17,-0.44033869186038643,3.377654495176564e-18,0.1,20.554447056882726,1.2266890939406032,0.1,True
14,58903.5181975,234.1841946239656,c,c,5330.0,5330.0,3.604773261204953e-17,-0.4120759618349119,3.604773261204953e-18,0.1,20.483790231819043,1.1560322688769205,0.1,True
15,58931.57841750001,262.24441462397226,c,c,5330.0,5330.0,3.179476712318239e-17,-0.46659826640502544,3.179476712318239e-18,0.1,20.620095993244323,1.2923380303022007,0.1,True
16,58934.48353633333,265.14953345729737,c,c,5330.0,5330.0,2.1565604384804857e-16,0.36480771913104526,2.1565604384804858e-17,0.1,18.54158102940415,-0.7861769335379734,0.1,True
