Name,Type,Subtype,Redshift,RA,Dec,Tmax,Magmax,Filtmax
SN2021mqh,SNII,SNII,0.0233,174.960292,-7.607389,,,
SN2009dd,SNII,SNII,0.01368,55.5544902,-27.8712392,,,
SN2021wvd,SNII,SNII,0.045,227.645763846,13.4585363173,,,
SN2016gfy,SNII,SNII,0.008,111.691375,85.764211,,,
SN2020abue,SNII,SNII,0.028034,121.084667,56.302081,,,
SN2023hcp,SNII,SNII,0.031,252.178012071,35.9492869071,,,
SN2021arg,SNII,SNII,0.031,67.8282637616,-10.3963852432,,,
SN2020abjq,SNII,SNII,0.018433,16.560958,3.573911,,,
SN2007aa,SNII,SNII,0.034,114.29065,-52.31783,,,
SN2019qch,SNII,SNII,0.024,277.307542,41.042319,,,
SN2021qvw,SNII,SNII,0.025364,349.159524396,15.8944460789,,,
SN2006at,SNII,SNII,0.024,277.307542,41.042319,,,
SN2009bw,SNII,SNII,0.012,153.450958,18.127319,,,
SN2016ezh,SNII,SNII,0.08,29.5197461458,-0.872704525881,,,
SN2021ok,SNII,SNII,0.032668,82.8813425005,-20.5206972483,,,
SN2020xhs,SNII,SNII,0.024377,30.742833,45.020281,,,
SN2013df,SNII,SNII,,,,,,
SN2022dml,SNII,SNII,0.03,244.371333,14.41795,,,
SN2020mjm,SNII,SNII,0.005134,217.372208,-0.0216,,,
SN2018kpo,SNII,SNII,0.01749,55.179458,-6.423319,,,
SN2018zf,SNII,SNII,0.01905,291.831463,65.565086,,,
SN2021adlw,SNII,SNII,0.004897,175.324257734,36.5429352609,,,
SN2023enr,SNII,SNII,0.009073,82.91646,-10.3930076923,,,
SN2023cr,SNII,SNII,0.01368,55.5544902,-27.8712392,,,
SN2020llx,SNII,SNII,0.009947,328.05849,-55.56227,,,
SN2023bvj,SNII,SNII,0.00512,147.7335,33.553039,,,
SN2021aai,SNII,SNII,0.007412,108.611917,84.380961,,,
SN2020znl,SNII,SNII,0.043,93.3245777913,-15.8920687024,,,
SN2021skn,SNII,SNII,0.02974,246.204209642,39.734654696,,,
SN2019odf,SNII,SNII,0.032019,342.186208,27.57185,,,
SN2021enz,SNII,SNII,0.024,181.77175,42.988411,,,
SN2020aasd,SNII,SNII,0.025,140.812574654,33.5669170808,,,
SN2020aze,SNII,SNII,0.009,159.313625,-41.6247,,,
SN2020ufx,SNII,SNII,0.05,322.652677785,24.6737180885,,,
SN2021aek,SNII,SNII,0.022,179.950083,-21.386969,,,
SN2017faa,SNII,SNII,0.018,199.76625,-2.51275,,,
SN2020sic,SNII,SNII,0.03324,236.937958,28.640339,,,
SN2017cjb,SNII,SNII,0.0094,193.460208,9.704917,,,
SN2010kd,SNII,SNII,0.018433,16.560958,3.573911,,,
SN2018bsz,SNII,SNII,0.027,242.412965541,-32.0626763514,,,
SN2007ct,SNII,SNII,0.058,39.3051297,-27.5159635,,,
SN2013fs,SNII,SNIIP,,,,56577.1829860101,16.03426746504647,g
SN2009lq,SNII,SNIIP,0.05007,195.955625,38.28915,,,
SN2022fuc,SNII,SNIIP,0.0091,188.642625,63.518461,59679.81597269873,16.834384987196263,g
SN2009N,SNII,SNIIP,,,,54859.355022222226,16.292213929759928,V
SN2011hj,SNII,SNIIP,,26.676875,32.508139,55874.943520570705,17.813027993424093,V
SN2020dpw,SNII,SNIIP,0.0048,309.293958,66.102961,58941.58536428496,17.02721453464764,g
SN2004dj,SNII,SNIIP,0.014357,162.267333,-29.374911,53221.14305,11.88380224285772,V
SN2021yyg,SNII,SNIIP,0.011625,79.087625,-13.477769,59479.68591590202,17.66497855733498,g
SN2010hq,SNII,SNIIP,0.014,119.893662503,15.3000191195,,,
SN2020aavm,SNII,SNIIP,0.045,116.681996277,18.1135581132,59180.87778823693,19.24188506795981,g
SN2022ewj,SNII,SNIIP,0.010134,161.644232602,13.7547309665,59671.40184029983,16.32806357338849,g
SN2010bj,SNII,SNIIP,,,,,,
SN2011dh,SNII,SNIIP,0.035955,242.770814135,18.4995393404,55733.29089343434,12.565281276102178,V
SN2016X,SNII,SNIIP,0.0044,193.81504,0.09982,57416.64440479798,14.071427009246108,g
SN2016L,SNII,SNIIP,0.009,225.114458,-13.5525,,,
SN2017ivu,SNII,SNIIP,0.0065,234.136292,16.605581,,,
SN2020esm,SNII,SNIIP,0.036,211.826083,-5.127131,58944.03735535269,16.15593241566868,g
SN1987A,SNII,SNIIP,0.024,258.3414541,-9.9644663,,,
SN2016B,SNII,SNIIP,0.004293,178.76769,1.71855,57393.873530489895,14.873241160926666,V
SN2009ll,SNII,SNIIP,0.011638,16.6259267382,-2.19878564617,,,
SN2009lm,SNII,SNIIP,0.0078,231.62275,41.734461,,,
SN2018imf,SNII,SNIIP,0.0036,190.672458,13.265231,58442.5070369998,17.137944288483123,g
SN2020uem,SNII,SNIIP,0.041,126.099375,-3.488639,59127.99069156253,16.843354209234768,g
SN2018cxn,SNII,SNIIP,0.0401,237.0269066,55.7148077,58299.60509060598,18.94367553344598,g
SN2021yja,SNII,SNIIP,0.0053,51.08825,-21.565611,59475.27029231548,14.376937376715402,g
SN2011gv,SNII,SNIIP,0.018489,28.1887587774,36.6231557934,55858.25254591414,15.6139876220763,V
SN2020sje,SNII,SNIIP,0.03,19.3415,44.194869,59098.76835922658,18.864277309393767,g
SN2011cj,SNII,SNIIP,0.021,40.074167,2.427069,55696.93125141414,16.154852919179977,B
SN2011ja,SNII,SNIIP,0.003,121.7865,-28.053239,,,
SN2019rz,SNIIn,SNIIn,0.018853,102.6075719,43.0532158,58506.43326446233,16.85346190939759,g
SN2011hw,SNIIn,SNIIn,0.02402,183.35615716667,37.699387633333,55889.11755758586,16.84343541365715,V
SN2014ee,SNIIn,SNIIn,,,,,,
SN2020pvb,SNIIn,SNIIn,0.020254,313.470966878,-25.4739146744,59155.40519756732,16.98648186920476,g
SN2012ca,SNIIn,SNIIn,,,,,,
SN2018bwr,SNIIn,SNIIn,0.046,232.109042,8.80615,58291.41667516424,16.555438633719096,o
SN2005kd,SNIIn,SNIIn,0.008463,220.04175,42.777619,53695.6534248011,15.008117917131436,V
SN2008cg,SNIIn,SNIIn,0.074,349.068683,48.428444,,,
SN2020nub,SNIIn,SNIIn,0.017,30.98375,-23.31395,59037.820870052,16.002835388320108,o
SN2021kgj,SNIIn,SNIIn,0.014347,183.531427498,-12.5879993964,59331.53260262126,16.5381897161901,o
SN2019mtk,SNIIn,SNIIn,0.084,13.743917,44.09015,58868.406290889085,19.161708397760083,g
SN2021uds,SNIIn,SNIIn,0.013,2.68381,-63.10095,,,
SN2023iex,SNIIn,SNIIn,0.029,324.983624767,24.6596274184,60111.39025916335,18.433597221259426,g
SN2009au,SNIIn,SNIIn,0.01458,304.9883221,15.3774181,54909.783896984845,17.03948601083458,V
SN2020cui,SNIIn,SNIIn,0.025,170.581875,-7.579761,58928.887664999995,15.9534601229344,V
SN2015J,SNIIn,SNIIn,,,,57203.142835979794,16.954374670035907,V
SN2019smj,SNIIn,SNIIn,0.06,117.419667,5.074211,58783.04236599869,17.41110442370628,g
SN2021qqp,SNIIn,SNIIn,0.041,338.168398466,25.5763206415,59445.43913925699,17.474488856192096,g
SN2010jp,SNIIn,SNIIn,0.063,60.557333,-28.391589,,,
SN2019qem,SNIIn,SNIIn,0.042,90.937542,-64.37665,,,
SN2017hcc,SNIIn,SNIIn,0.0173,0.960792,-11.474611,58077.28211431818,13.682852751459604,V
SN2018kag,SNIIn,SNIIn,0.02736,133.9519813,3.6415297,58483.004255312895,17.108238270407323,o
SN2020ywx,SNIIn,SNIIn,0.0217,178.359292,10.896469,59167.56748021589,16.991218199850913,g
SN2007pk,SNIIn,SNIIn,,,,54424.20610177762,16.019676075086913,V
SN2019cac,SNIIn,SNIIn,0.0467,207.682920387,-2.50694752737,58555.273586546136,19.015392922705473,g
SN2020qpo,SNIIn,SNIIn,0.053,259.172318578,57.9034331589,59083.30135960608,18.152506333295495,g
SN2013cj,SNIIn,SNIIn,0.0659,256.22063,12.91956,,,
SN2005ip,SNIIn,SNIIn,0.018853,102.6075719,43.0532158,53683.36,15.37662708753983,g
SN2022prr,SNIIn,SNIIn,0.01516,285.4245723,40.7510186,59805.82077528167,16.433334514854245,g
SN2020jhs,SNIIn,SNIIn,0.065,142.058708,25.670369,59115.34327882178,17.732536431335973,r
SN2021ydc,SNIIn,SNIIn,0.055,21.32348166666667,22.390363,59844.90950933919,17.86773390042661,o
SN2020noz,SNIIn,SNIIn,0.025,187.251042,7.849561,,,
SN2016aiy,SNIIn,SNIIn,0.01,197.105833,-41.980639,,,
SN2013L,SNIIn,SNIIn,0.01713,353.146479146,-0.736291660989,,,
SN2019fmb,SNIIn,SNIIn,0.016,186.681917956,56.0757942101,58779.51527780015,17.207538878690205,g
SN2010jl,SNIIn,SNIIn,0.018,332.907167,46.311119,55509.369918181816,14.096265183495126,B
SN2021adou,SNIIn,SNIIn,0.039,14.463769406,9.63131134786,59531.71073212546,19.422959376672225,g
SN2019qt,SNIIn,SNIIn,0.035,224.794375,43.819911,58538.452300442936,16.66117000721395,g
SN2021kwc,SNIIn,SNIIn,0.021759,203.94965665,2.999819985,59346.845827339166,17.452114525235082,g
SN2020acct,SNIIn,SNIIn,0.035,146.233561417,31.0960365255,59197.406193110066,18.021808034110897,g
SN2020tlf,SNIIn,SNIIn,0.008463,220.04175,42.777619,59184.53138889978,16.286951910889663,g
SN2020dcs,SNIIn,SNIIn,0.02402,183.35615716667,37.699387633333,58914.880787713555,17.025444230696444,r
SN2021foa,SNIIn,SNIIn,0.008386,199.301474895,-17.257157518,59303.5665283526,15.178522197892104,o
SN2011iw,SNIIn,SNIIn,0.005891,118.753958,-76.411961,,,
SN2019pgu,SNIIn,SNIIn,0.1055,244.6784953,67.9001099,58741.78772333226,18.615817837425137,g
SN2023jgf,SNIIn,SNIIn,0.01713,353.146479146,-0.736291660989,60136.95104279798,17.651688252769627,V
SN2021jbi,SNIIn,SNIIn,0.14,199.66262375,-41.2533525,59343.284253208745,18.672369259194053,o
SN2019dnz,SNIIn,SNIIn,0.025,297.1311535,2.9137498,,,
SN2020dtd,SNIIn,SNIIn,0.06954,212.680875,58.83085,58936.92547149195,18.474569234862937,r
SN2015Z,SNIIn,SNIIn,0.053,259.172318578,57.9034331589,,,
SN2021acya,SNIIn,SNIIn,0.063,60.557333,-28.391589,59605.26776909,16.80180051122467,c
SN2017gir,SNIIn,SNIIn,0.164,24.936917,-23.254769,58020.00996248875,17.931050168265905,o
SN2022mma,SNIIn,SNIIn,0.038,219.756208,15.986581,59773.263109049454,15.616180595061492,g
SN2017gas,SNIIn,SNIIn,0.01,304.297333,58.20225,,,
SN2019njv,SNIIn,SNIIn,0.01458,304.9883221,15.3774181,58715.65538041146,18.126266192057955,g
SN2006jd,SNIIn,SNIIn,0.084,13.743917,44.09015,54041.02791262626,18.036761451617775,g
SN2018gwa,SNIIn,SNIIn,0.0659,110.06975,41.346631,58397.502855745945,18.836067934039015,r
SN2021ukt,SNIIn,SNIIn,0.012886,12.353583,-1.766339,59428.709149914175,16.130891616785664,g
SN2007bb,SNIIn,SNIIn,0.042,90.937542,-64.37665,,,
SN2019dde,SNIIn,SNIIn,0.057,217.050167581,-1.60416405323,58599.191639726705,17.427885340264474,g
SN2017dwq,SNIIn,SNIIn,0.018,135.885379048,-21.3341652381,57895.304409508,16.634079585068584,c
SN2019ctt,SNIIn,SNIIn,0.046,150.1761872,12.0398166,58588.269017915896,18.913138835360396,g
SN2009ip,SNIIn,SNIIn,0.021759,203.94965665,2.999819985,56210.48354242016,13.860709534121613,V
SN2019esa,SNIIn,SNIIn,0.005891,118.753958,-76.411961,,,
SN2019dzw,SNIIn,SNIIn,0.028,262.7914871,-8.4507217,,,
SN2018fdt,SNIIn,SNIIn,0.055,256.1847282,38.2355488,58362.65850835651,18.362233254831388,g
SN2019wrt,SNIIn,SNIIn,0.057273,79.1999778527,-7.47862865916,58852.12894385005,19.030891245471913,g
SN2022hsu,SNIIn,SNIIn,0.018,332.907167,46.311119,59714.07087038418,16.51869417028369,r
SN2008S,SNIIn,SNIIn,,,,54505.44810744444,16.878578315292035,V
SN2019aafe,SNIIn,SNIIn,0.074,349.068683,48.428444,58750.75324889058,19.360785476126832,g
SN2013dn,SNIIn,SNIIn,0.041,338.168398466,25.5763206415,,,
SN2019uit,SNIIn,SNIIn,0.071,192.567042,21.337611,58820.67401542025,18.61135262906744,o
SN2019kbj,FBOT,SNIbn,0.048,332.841376171,19.6176320655,58670.03723347474,17.323763279901335,V
SN2020mso,FBOT,SNIbn,0.1,271.55974855833,50.726268233333,59034.8804037715,19.07844290049936,g
SN2020nxt,FBOT,SNIbn,0.049,339.400980463,35.0021327976,59038.80818706093,15.947751003988088,o
SN2021jpk,FBOT,SNIbn,0.038,219.750113048,12.6694536941,59322.08154622587,18.55430775388289,g
SN2020big,FBOT,SNIbn,0.0245,75.3159253937,-14.0244671901,58878.4146612268,17.979350875835134,o
SN2021zfx,FBOT,SNIbn,0.069,317.348927591,9.76088904595,59480.3143413087,18.54943145165685,o
SN2022eux,FBOT,SNIbn,0.025237,88.880125,-15.676181,59658.0973400101,16.886711573603097,V
SN2015G,FBOT,SNIbn,,339.400980463,35.0021327976,,,
SN2022ablq,FBOT,SNIbn,0.014,183.276994167,17.0989516667,59919.3368,16.0254311634156,V
SN2020bqj,FBOT,SNIbn,0.068,233.41867324,34.47894556,58891.79380293602,17.99635683184602,g
SN2018jbs,FBOT,SNIbn,0.059,208.915417,58.043181,58449.06047133952,17.142141706943512,r
SN2022pff,FBOT,SNIbn,0.091,227.9917378,32.8415771,59763.44852602288,19.14360427245964,g
SN2023iuc,FBOT,SNIbn,0.0768,219.731845132,2.28726427597,60085.60883887215,17.779599535458257,g
SN2022pda,FBOT,SNIbn,0.062,331.057896953,-18.8279057555,59862.35281430666,17.512696384210212,r
SN2019aajs,FBOT,SNIbn,0.0358,242.764814,74.361483,58541.35595894061,17.301117960598837,g
SN2019qav,FBOT,SNIbn,0.1353,252.053731953,48.080566594,58740.23509619543,19.069419192140924,g
SN2022qhy,FBOT,SNIbn,0.006124,90.287167,-23.666619,59800.139665,16.07475039389229,o
SN2021iyt,FBOT,SNIbn,0.0712,154.685042503,0.055396560455,59316.51585346638,18.659705380295303,g
SN2020cwd,FBOT,SNIbn,0.052,91.74617,-49.00665,,,
SN2019lsm,FBOT,SNIbn,0.04168,218.76063906,14.77690375,58691.300372,18.21986991303493,c
SN2022ihx,FBOT,SNIbn,0.033,289.1600758375,61.68763455,59698.54775516161,17.920994201535358,V
SN2019deh,FBOT,SNIbn,0.05469,211.43156902,9.515768622,58589.10829674244,17.631132558066763,o
SN2016edk,FBOT,SNIbn,0.0744,266.809167,30.224806,,,
SN2023emq,FBOT,SNIcn,0.031,203.591805,-23.7309573,60043.34849663636,17.39812576372094,V
SN2021ckj,FBOT,SNIcn,0.143,136.462846191,-8.58543366557,59257.10862688412,19.16997714523887,g
SN2021csp,FBOT,SNIcn,0.083,216.592143243,5.85921558693,59259.720238040405,17.806024757945114,V
SN2022ann,FBOT,SNIcn,0.049,154.373573982,-2.42651309005,59613.018599310126,19.01610097401077,o
SN2019hgp,FBOT,SNIcn,0.0641,234.053641,39.733489,58647.853791320566,18.651905113644844,g
SN2005gj,Other,SNIa-pec,,,,,,
SN2010ae,Other,SNIa-pec,,,,,,
SN2005hk,Other,SNIa-pec,,,,,,
SN2008ae,Other,SNIa-pec,,,,,,
SN2007bm,Other,SNIa,,,,,,
SN2007ax,Other,SNIa,,,,,,
SN2006X,Other,SNIa,,,,,,
SN2008ha,Other,SNIa,,,,,,
SN2007S,Other,SNIa,,,,,,
SN2009cz,Other,SNIa,,,,,,
SN2007af,Other,SNIa,,,,,,
SN2009dc,Other,SNIa,,,,,,
SN2005ke,Other,SNIa,,,,,,
SN2009Y,Other,SNIa,,,,,,
SN2008hv,Other,SNIa,,,,,,
SN2007on,Other,SNIa,,,,,,
AT2023clx,Other,TDE,,175.0391524,15.3273735,60003.33046,16.344765205768045,V
AT2022arb,Other,TDE,0.062,156.043047049,-0.822997785982,59639.69488009086,19.10858455746656,c
AT2019azh,Other,TDE,0.022,123.320605325,22.648343,58563.70078570729,15.28501104384006,g
AT2021jjm,Other,TDE,0.153,219.877692561,-27.8583862971,59326.866341385736,19.166226361765837,g
AT2022dbl,Other,TDE,0.0284,185.18754,49.5513,,,
AT2022bdw,Other,TDE,0.03782,126.293167,18.582639,59634.68089722577,17.71361403587834,c
AT2022gri,Other,TDE,0.028,109.586575669,33.9948822375,59866.73265021277,17.606409813295542,g
AT2016fnl,Other,TDE,0.016328,7.487676,32.893753,57631.47165151515,17.171285579341347,g
AT2021sdu,Other,TDE,0.059,17.8496829,50.574908,59416.74311440058,18.622960883828288,g
AT2019lwu,Other,TDE,0.117,347.801272734,-1.00297512304,58694.24743628905,18.805425387527137,g
AT2022dsb,Other,TDE,0.023,235.5905942,-22.67056645,59673.25900956586,19.09609989589975,g
AT2021ehb,Other,TDE,0.018,46.9491904666667,40.3112683,59305.84397655555,16.869623337235097,U
AT2019ehz,Other,TDE,0.074,212.4245,55.491139,58617.36234616885,18.09663549671584,g
AT2021nwa,Other,TDE,0.047,238.46366275909,55.58879755,59403.67442390484,18.407466392891365,g
AT2022hvp,Other,TDE,0.12,148.6885,55.440381,59698.46583999304,16.385165002314544,g
AT2022wtn,Other,TDE,0.049,350.849073051,10.6855533611,59885.351775619056,17.966799761171828,g
AT2021yzv,Other,TDE,0.286,105.277487,40.8251838,59499.02345631398,18.980644723932492,g
AT2021mhg,Other,TDE,0.073,4.92875,29.316861,59387.725888616995,18.79729373713974,g
AT2020neh,Other,TDE,0.062,230.333708,14.069589,59032.4768235762,17.78777919871971,g
AT2021gje,Other,TDE,0.358,252.5305484,34.8188397,59308.4009100571,19.51968397733115,g
AT2022upj,Other,TDE,0.054,5.9868579,-14.4231166,59877.03272632324,18.22901339528529,g
AT2022ibq,Other,TDE,0.395,267.64910342,21.274978848,59695.056702798145,18.92534921614315,g
AT2021jsg,Other,TDE,0.126,167.1529779,30.7612734,59256.78555352194,19.497026653659923,g
AT2022rz,Other,TDE,0.107,234.4900417,56.2716408,59606.49216280192,19.17138568854214,o
AT2020wey,Other,TDE,0.02738,136.357833,61.80255,59151.88964333332,17.939894439982016,g
AT2021uqv,Other,TDE,0.106,8.166167,22.5489,59447.29604116502,19.09838879343643,g
AT2018zr,Other,TDE,0.071,119.22723844,34.2621136415,,,
AT2021yte,Other,TDE,0.053,103.7696918,12.6341543,59477.380986472825,18.703489486893297,g
AT2023lli,Other,TDE,0.036,344.414458,40.54445,,,
AT2022adm,Other,TDE,0.061,216.964333,28.174731,,,
AT2019gte,Other,TDE,0.086,196.6642678,-1.5484498,58643.462277710845,18.960686806068978,g
AT2018hyz,Other,TDE,0.04573,151.711964138,1.69279894089,58429.74481481383,16.202360697396667,V
AT2019qiz,Other,TDE,0.0151,71.657833,-10.226361,58764.12355124462,15.796328599204134,g
AT2022czy,Other,TDE,0.109,185.504708,16.995561,59640.302877424074,18.34531686686736,c
AT2018dyb,Other,TDE,0.018,242.74489,-60.9231,,,
AT2020mot,Other,TDE,0.07,7.8065,85.008861,59082.447398,18.190099166154926,B
AT2019bhf,Other,TDE,0.1206,227.3165642,16.2395896,58547.423750662136,18.82272064867768,r
AT2018iih,Other,TDE,0.212,262.016375,30.692061,58434.523344728754,18.464399589630727,c
AT2018bsi,Other,TDE,0.051,123.860919,45.592208,59173.687955170135,19.191108990758657,r
AT2021axu,Other,TDE,0.192,176.651483366,30.0853983487,59251.48064307833,18.63404176694232,g
AT2022exr,Other,TDE,0.096,262.460458,25.8422,59673.30028890733,18.215764054492464,c
AT2020acka,Other,TDE,0.338,238.75806450714,16.304491035714,59216.61204374558,18.152074067958925,g
AT2021blz,Other,TDE,0.045,68.130215,-32.4306575,59251.3296115,17.801789640873224,c
AT2020vwl,Other,TDE,0.0325,232.6575,26.982469,59145.83559109226,17.630575319112346,r
AT2022dyt,Other,TDE,0.072,150.0333685,26.4607142,59666.13749369954,18.837881711882144,c
AT2020nov,Other,TDE,0.084,254.554042,2.117511,59096.72226334565,17.602846665174226,g
AT2022fpx,Other,TDE,0.073,232.765417,53.40535,59804.94000482079,17.773788336071302,g
AT2021uvz,Other,TDE,0.176,263.2104408,33.0328877,59435.86721093409,19.63709198705029,g
AT2020pj,Other,TDE,0.068,232.89566778,33.09485168,58871.7287366475,18.921640333378846,c
AT2019ahk,Other,TDE,0.0262,105.04811,-66.04004,,,
AT2019teq,Other,TDE,0.0878,284.77290726429,47.518239428571,58786.814968481674,19.32074688642892,g
AT2022aee,Other,TDE,0.124,132.1801995,80.883301,59624.29423274479,18.294013958930737,g
AT2019vcb,Other,TDE,0.089,189.734917,33.165911,58834.32142626718,18.76337050011734,r
AT2018hco,Other,TDE,0.09,16.8901468,23.4761884,58424.190305233424,18.380015847767936,r
AT2023cvb,Other,TDE,0.071,288.6069997,41.6692434,60051.725327885455,18.035647768159514,c
AT2022lri,Other,TDE,0.032,35.0333706249,-22.7209499013,,,
AT2020zso,Other,TDE,0.061,335.571375,-7.266411,59190.07239819721,17.68347357660881,g
AT2018lna,Other,TDE,0.091,105.8277036,23.029083,58506.76843452584,18.957865143752137,r
AT2021ack,Other,TDE,0.133,208.2916185,9.7403742,59232.10331324507,19.514690351456945,r
AT2019dsg,Other,TDE,0.0512,314.2623926,14.2044063,58615.684364007,17.89619405230405,o
AT2022gdw,Other,TDE,0.105,208.4925784,50.0417637,59688.12966619512,19.157969132521437,g
AT2023mhs,Other,TDE,0.0482,205.815338,19.2502509,60134.36677213156,15.76481628468446,g
AT2018fyk,Other,TDE,0.06,342.567042,-44.864861,58387.0370575,17.061094465825867,UVM2
