MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59619.979442  21.028  0.861    14   12 c  0   1.25 148.60796 -25.70310  1595.08  1536.16 3.12 2.23  85.3 -0.402 19.65 22.14 03a59620o0442c
59619.982462 -21.093  1.016   -13   14 c  0   0.95 148.60796 -25.70310  1613.65  1575.89 3.21 2.30  87.5 -0.393 19.64 22.14 03a59620o0447c
59619.997738 -20.515  0.553   -23   12 c  0   0.94 148.60796 -25.70310  1551.79  1502.31 3.29 2.38  84.4 -0.395 19.65 22.19 03a59620o0478c
59620.009207  22.027  2.000     6   11 c  0   1.46 148.60796 -25.70310  1511.33  1621.62 3.21 2.38  85.9 -0.398 19.64 22.18 03a59620o0500c
59623.901392  20.351  1.052    26   28 o  0   1.14 148.60796 -25.70310  8989.83  4505.49 2.89 2.23 -80.2 -0.359 18.48 19.22 03a59624o0292o
59623.934454  19.922  0.868    39   34 o  0   0.84 148.60796 -25.70310  8990.65  4449.76 3.04 2.20 -80.5 -0.348 18.52 19.32 03a59624o0357o
59623.937902   0.000 20.481    -0   23 o  0   1.33 148.60796 -25.70310  9043.64  4526.33 2.90 2.20 -80.2 -0.356 18.55 19.33 03a59624o0364o
59623.948410 -19.915  0.720   -39   28 o  0   1.11 148.60796 -25.70310  9075.26  4411.49 2.98 2.28 -83.4 -0.348 18.54 19.30 03a59624o0381o
59626.208460 -23.269 22.100    -2   40 o  0   1.36 148.60796 -25.70310  3483.53  4180.76 2.36 2.10   6.7 -0.500 18.16 18.50 04a59626o0369o
59626.212414  20.294  1.257    28   35 o  0   1.15 148.60796 -25.70310  7221.65  6374.23 2.54 1.95  -6.8 -0.438 18.30 18.63 04a59626o0376o
59626.240567  19.973  0.845    37   31 o  0   1.24 148.60796 -25.70310  3450.54  4110.43 2.04 1.95 -85.2 -0.440 18.35 18.63 04a59626o0422o
59626.248209  19.894  0.758    40   30 o  0   1.28 148.60796 -25.70310  3430.68  4220.64 2.06 1.86 -79.3 -0.453 18.34 18.63 04a59626o0435o
59626.959914  18.365  0.183   164   30 o  0   1.77 148.60796 -25.70310  1486.47  6071.74 2.89 2.26 -87.6 -0.407 18.34 18.90 03a59627o0423o
59626.963847  18.875  0.369   102   38 o  0   0.99 148.60796 -25.70310  1506.42  6112.96 3.08 2.43 -86.1 -0.395 18.20 18.77 03a59627o0430o
59627.001463  18.515  0.252   142   36 o  0   1.36 148.60796 -25.70310  1478.71  6051.86 3.27 2.53 -84.4 -0.384 18.18 18.77 03a59627o0505o
59627.030322  18.221  0.209   187   39 o  0   0.97 148.60796 -25.70310  1471.70  6175.68 3.00 2.34 -85.3 -0.402 18.24 18.73 03a59627o0561o
59627.985868  17.921  0.181   246   44 o  0   0.81 148.60796 -25.70310  1504.68  6082.81 3.14 2.47 -83.5 -0.385 18.16 18.72 03a59628o0437o
