MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59324.505336  22.605  1.886     3    6 c  0   1.51 223.79475  -6.98591  4352.08  2362.63 2.27 2.22 -12.4 -0.385 19.92 21.60 01a59324o0512c
59324.510867 -20.998  0.463   -14    7 c  0   1.58 223.79475  -6.98591  4373.67  2400.67 2.21 2.17  -7.6 -0.388 19.92 21.57 01a59324o0524c
59324.514096 -21.277  0.557   -11    6 c  0   1.59 223.79475  -6.98591  4315.16  2323.56 2.30 2.25  53.5 -0.385 19.89 21.57 01a59324o0531c
59324.549339 -21.696  0.940    -8    7 c  0   1.41 223.79475  -6.98591  4303.24  2435.35 2.50 2.43  45.1 -0.372 19.75 21.50 01a59324o0606c
59326.433378 -20.897  0.758   -16   12 o  0   1.71 223.79475  -6.98591  2460.42  2415.76 2.07 1.94  32.6 -0.445 19.23 19.98 02a59326o0434o
59326.436121 -22.834  4.640    -3   12 o  0   1.72 223.79475  -6.98591  2480.41  2453.32 2.11 1.97  32.4 -0.443 19.21 19.99 02a59326o0440o
59326.438866  21.442  1.564    10   15 o  0   1.00 223.79475  -6.98591  2421.95  2375.60 2.07 1.90  31.5 -0.449 19.27 19.99 02a59326o0446o
59326.445745 -21.697  1.781    -8   14 o  0   1.21 223.79475  -6.98591  2403.52  2492.67 2.11 1.92  34.5 -0.445 19.24 19.99 02a59326o0461o
59328.399375  20.128  0.659    32   21 o  0   1.07 223.79475  -6.98591  6065.64  6286.76 2.37 2.20 -87.5 -0.388 18.86 19.15 01a59328o0384o
59328.402633 -20.324  0.850   -27   23 o  0   0.91 223.79475  -6.98591  6047.79  6249.37 2.47 2.31 -40.3 -0.379 18.78 19.18 01a59328o0391o
59328.406777 -20.696  1.156   -19   22 o  0   1.05 223.79475  -6.98591  6106.53  6326.41 2.54 2.44 -48.1 -0.384 18.74 19.18 01a59328o0400o
59328.411843 -23.722 18.600    -1   22 o  0   0.79 223.79475  -6.98591  6125.84  6209.83 2.38 2.36 -32.1 -0.388 18.79 19.17 01a59328o0411o
