MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59307.447812  19.993  0.478    36   18 o  0   1.12 199.66262 -41.25335  8824.00  5887.67 2.80 2.67 -89.4 -0.378 18.96 19.93 01a59307o0470o
59307.451498  19.165  0.195    78   15 o  0   1.26 199.66262 -41.25335  8844.68  5926.31 2.62 2.21 -87.9 -0.400 19.12 19.87 01a59307o0478o
59307.457503  19.184  0.271    77   21 o  0   1.11 199.66262 -41.25335  8786.72  5846.13 2.87 2.59  88.2 -0.391 18.94 19.81 01a59307o0491o
59307.470879  19.563  0.316    54   17 o  0   1.45 199.66262 -41.25335  8769.57  5959.52 2.53 2.28 -87.5 -0.411 19.02 19.74 01a59307o0520o
59311.404992  19.165  0.225    78   18 c  0   1.35 199.66262 -41.25335  1730.93  4665.70 2.64 2.23  79.8 -0.406 18.99 20.69 01a59311o0405c
59311.406834  19.272  0.263    71   19 c  0   0.93 199.66262 -41.25335  1711.18  4627.06 2.96 2.46  78.3 -0.400 18.90 20.73 01a59311o0409c
59311.412822  19.379  0.254    64   16 c  0   1.34 199.66262 -41.25335  1769.47  4705.93 2.83 2.43  82.1 -0.394 18.83 20.60 01a59311o0422c
59311.436360  19.460  0.643    60   38 c  0   0.95 199.66262 -41.25335  8762.40  5963.61 2.88 2.56 -89.0 -0.385 18.44 20.14 01a59311o0472c
59315.381144  19.173  0.098    78    8 c  0   1.66 199.66262 -41.25335  2388.75  9036.10 2.33 2.09 -81.2 -0.384 19.64 21.18 01a59315o0352c
59315.384374  19.231  0.128    74   10 c  0   1.13 199.66262 -41.25335  2368.37  8998.22 2.32 2.10 -81.9 -0.389 19.64 21.15 01a59315o0359c
59315.389902  19.061  0.101    86    9 c  0   1.30 199.66262 -41.25335  2428.78  9078.42 2.26 2.13 -52.1 -0.374 19.63 21.15 01a59315o0371c
59315.396350  19.077  0.118    85   10 c  0   1.08 199.66262 -41.25335  2450.18  8962.64 2.37 2.11 -78.8 -0.380 19.63 21.17 01a59315o0385c
59319.431647  18.887  0.108   101   11 c  0   1.04 199.66262 -41.25335  8132.17  1511.16 2.65 2.47 -17.5 -0.356 19.57 21.18 01a59319o0460c
59319.463342  19.018  0.107    90   10 c  0   1.50 199.66262 -41.25335  8153.02  1547.93 2.68 2.56  -6.4 -0.360 19.48 21.05 01a59319o0528c
59319.466125  19.085  0.138    84   12 c  0   0.90 199.66262 -41.25335  8092.51  1468.32 2.76 2.62  86.3 -0.386 19.41 21.01 01a59319o0534c
59319.494616  19.165  0.149    78   12 c  0   1.31 199.66262 -41.25335  8074.92  1584.46 3.08 2.75  79.2 -0.385 19.33 21.02 01a59319o0595c
59321.381766  19.243  0.220    73   16 o  0   0.75 199.66262 -41.25335  9217.31  3680.30 2.11 1.99  37.1 -0.428 19.24 20.24 02a59321o0345o
59321.384056  18.972  0.153    94   14 o  0   1.81 199.66262 -41.25335  9237.56  3720.72 2.08 1.91 -69.1 -0.437 19.30 20.20 02a59321o0350o
59321.386806  18.669  0.117   124   14 o  0   1.66 199.66262 -41.25335  9178.22  3640.69 2.15 1.98  30.2 -0.424 19.28 20.21 02a59321o0356o
