MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60051.172199  21.019  0.789    14   11 c  0   1.77 193.98089   7.93066  1641.25 10077.97 3.18 2.29 -77.3 -0.354 19.35 21.12 04a60051o0463c
60051.175487 -21.102  1.045   -13   14 c  0   0.94 193.98089   7.93066  1663.73 10113.63 3.11 2.28 -81.6 -0.356 19.41 21.14 04a60051o0470c
60051.207791  20.799  0.684    17   12 c  0   1.03 193.98089   7.93066  1628.81 10001.55 3.03 2.17 -78.3 -0.356 19.46 21.23 04a60051o0539c
60051.214163 -21.284  1.268   -11   14 c  0   0.78 193.98089   7.93066  1611.28 10114.21 3.17 2.25 -79.5 -0.350 19.44 21.20 04a60051o0553c
60052.907009 -18.393  0.353  -160   56 o  0   0.94 193.98089   7.93066  6237.66  4080.66 2.42 2.21 -55.2 -0.430 17.85 19.37 03a60053o0426o
60052.915799 -18.788  1.884  -111  209 o  0   0.93 193.98089   7.93066  6199.94  4041.76 2.64 2.42 -46.3 -0.416 17.28 19.03 03a60053o0444o
60052.926634 -21.337  0.956   -11   10 o  0   1.85 193.98089   7.93066  6177.41  4158.73 2.14 1.93 -46.5 -0.450 19.55 20.95 03a60053o0466o
60054.158824 -23.587  7.250    -1   10 c  0   1.34 193.98089   7.93066  5960.46 10361.27 2.79 2.22 -74.1 -0.360 19.48 21.36 04a60054o0442c
60054.159274 -21.340  0.898   -11   10 c  0   1.39 193.98089   7.93066  6044.09   179.07 2.64 2.50  31.7 -0.375 19.52 21.41 04a60054o0443c
60054.162002 -23.417  7.111    -2   11 c  0   1.24 193.98089   7.93066  5982.46 10396.82 2.83 2.30 -72.8 -0.357 19.43 21.40 04a60054o0449c
60054.162452  21.299  1.016    11   11 c  0   1.02 193.98089   7.93066  6065.99   214.65 2.65 2.56  28.7 -0.368 19.47 21.42 04a60054o0450c
60054.167460  23.003  4.538     2   10 c  0   1.24 193.98089   7.93066  5928.64 10312.84 2.83 2.31 -74.3 -0.361 19.44 21.40 04a60054o0461c
60054.167911 -21.856  1.229    -7    8 c  0   2.44 193.98089   7.93066  6013.06   130.53 2.75 2.61  29.4 -0.348 19.47 21.42 04a60054o0462c
60054.201487  20.353  0.408    26   11 c  0   1.42 193.98089   7.93066  5932.05 10399.47 2.87 2.29 -72.5 -0.367 19.41 21.35 04a60054o0534c
60054.201938  23.182  6.000     2   12 c  0   1.20 193.98089   7.93066  6016.60   216.74 2.81 2.57  20.3 -0.347 19.46 21.40 04a60054o0535c
60057.153723  20.661  0.684    20   14 c  0   1.06 193.98089   7.93066 10095.18  3839.60 3.13 2.17 -18.4 -0.369 19.38 21.23 04a60057o0376c
60057.156893  20.999  0.986    14   14 c  0   1.15 193.98089   7.93066 10117.27  3875.30 3.13 2.15 -17.7 -0.379 19.40 21.24 04a60057o0383c
60057.163350 -21.408  1.255   -10   12 c  0   1.10 193.98089   7.93066 10064.94  3792.23 3.18 2.20 -18.5 -0.359 19.35 21.22 04a60057o0397c
60057.174229 -20.034  0.387   -35   14 c  0   1.08 193.98089   7.93066 10051.47  3900.10 3.17 2.21 -17.5 -0.363 19.33 21.16 04a60057o0421c
60063.178783  18.662  0.145   124   18 o  0   1.17 193.98089   7.93066  8095.76  1976.91 2.63 2.19 -17.5 -0.378 18.95 19.97 04a60063o0495o
60063.181967  18.630  0.141   128   18 o  0   1.20 193.98089   7.93066  8116.19  2013.13 2.64 2.13 -16.7 -0.382 18.97 19.95 04a60063o0502o
60063.205663  18.708  0.157   119   19 o  0   1.24 193.98089   7.93066  8069.93  1923.34 2.57 2.18 -19.3 -0.371 18.97 20.01 04a60063o0552o
60063.212812  18.023  0.079   224   18 o  0   1.44 193.98089   7.93066  8050.40  2036.82 2.55 2.16 -18.0 -0.378 19.01 20.04 04a60063o0567o
60064.833654  17.912  0.098   248   24 o  0   1.13 193.98089   7.93066  6202.96  4496.04 2.15 2.00 -43.2 -0.456 18.71 19.11 03a60065o0296o
60064.835987  17.910  0.096   249   24 o  0   1.22 193.98089   7.93066  6184.78  4457.18 2.14 1.98 -41.6 -0.452 18.72 19.11 03a60065o0301o
60064.855047  18.030  0.105   223   23 o  0   1.01 193.98089   7.93066  6246.54  4534.88 2.16 2.00 -41.9 -0.466 18.75 19.17 03a60065o0341o
60064.858253  18.088  0.115   211   24 o  0   1.03 193.98089   7.93066  6268.54  4420.17 2.13 1.94 -42.7 -0.469 18.84 19.24 03a60065o0348o
