 asas_sn_id jd flux flux_err mag mag_err limit fwhm image_id camera quality phot_filter
0 661434971035 2458254.1977118 0.35083627896915864 0.07331049271939634 17.48972526542571 99.999 17.48972526542571 1.81 bp050092 bp G g
1 661434971035 2459268.6304736 0.19013757028976513 0.12423861717569258 16.916999089241468 99.999 16.916999089241468 1.61 bl357507 bl B g
2 661434971035 2458567.7687762 0.2145784353081572 0.06588626730833293 17.60565335165336 99.999 17.60565335165336 1.54 bt145584 bt G g
3 661434971035 2458112.774362 0.40702726794441074 0.027032338321142924 17.37600686014605 0.07218920880759729 18.572931575992417 1.76 bl032686 bl G g
4 661434971035 2458082.8801473 0.313374729645849 0.023692270759804738 17.659905691550765 0.08217787135000464 18.716123893447868 1.56 bt019220 bt G g
5 661434971035 2458837.0270823 0.49263569234925264 0.055040289098789726 17.16875093711782 0.12144146703833003 17.80093884553564 1.60 bt215244 bt G g
6 661434971035 2458841.5091815 0.2216756445065404 0.047247102141897215 17.966702669930978 99.999 17.966702669930978 1.49 bp190011 bp G g
7 661434971035 2458470.8970789 0.4211207670348463 0.028998679401135947 17.33904897571177 0.07484860915035021 18.49669505995846 1.51 bD006011 bD G g
8 661434971035 2458933.7777732 0.49715161389170426 0.038476765954378045 17.158843488299496 0.0841243808144444 18.189644207393183 1.59 bt240516 bt G g
9 661434971035 2459219.8621216 0.385812659624165 0.024798156389501932 17.434124437297207 0.06986426479870683 18.666592125064962 1.47 bD200600 bD G g
10 661434971035 2458508.0082237 0.2655427309278202 0.061070128714045276 17.68806852310551 99.999 17.68806852310551 1.45 bD018099 bD G g
11 661434971035 2459284.6957114 0.5957716371334064 0.099403238121031 16.96236606243636 0.18135639769210476 17.15913928135459 1.38 bH213751 bH B g
12 661434971035 2458618.5138342 0.09855772041561667 0.11659702778647738 16.98592191189379 99.999 16.98592191189379 1.56 bl215132 bl B g
13 661434971035 2458872.0457028 0.5227497643799406 0.023276167864068994 17.104331007933922 0.0483982665988465 18.735361909951433 1.47 bD105933 bD G g
14 661434971035 2459332.8065516 0.49445522290642513 0.05906832458621535 17.164748200574355 0.1298493729316744 17.72425397967951 1.66 bD228435 bD G g
15 661434971035 2458124.7953369 0.44952866141489156 0.05797013902540139 17.268172154648024 0.14017130850223636 17.74462975667308 1.74 bl036308 bl G g
16 661434971035 2458235.5419642 0.22486658017059488 0.13029772125924538 16.86529856013442 99.999 16.86529856013442 1.60 bl075373 bl G g
17 661434971035 2458081.8873141 0.2681673650705371 0.02525648606648907 17.82905081034412 0.10237152547985388 18.646708293804682 1.53 bt018889 bt G g
18 661434971035 2458585.5035459 0.41444258457839206 0.056448951622662585 17.356404688733075 0.14804838690504774 17.77350091003775 1.51 bl201652 bl G g
