MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57970.522839 -20.322  1.054   -27   28 o  0   0.93  24.93692 -23.25477  3614.85  2510.06 3.88 3.48   2.2 -0.390 18.53 19.69 01a57970o0548o
57970.530128  19.919  0.647    39   25 o  0   1.07  24.93692 -23.25477  3568.78  2451.20 3.65 3.26   0.7 -0.387 18.64 19.72 01a57970o0563o
57970.536955  20.460  1.063    24   25 o  0   0.92  24.93692 -23.25477  3632.94  2511.02 4.40 3.18  -1.0 -0.402 18.55 19.77 01a57970o0577o
57970.543758  24.107 31.333     1   26 o  0   0.89  24.93692 -23.25477  3642.68  2376.27 3.77 3.43   3.4 -0.394 18.70 19.83 01a57970o0591o
57971.619334  20.051  0.556    35   19 o  0   1.15  24.93692 -23.25477  2996.32  4736.56 3.32 2.68  87.8 -0.444 18.90 20.02 01a57971o0764o
57971.629032  20.258  1.279    29   37 o  0   1.15  24.93692 -23.25477  2972.06  4658.44 3.25 2.61  87.0 -0.464 18.20 18.79 01a57971o0781o
57972.523230 -20.290  2.009   -28   56 o  0   0.82  24.93692 -23.25477  5448.26  4779.04 3.37 2.88  86.8 -0.428 17.73 18.23 01a57972o0415o
57972.531651  19.036  0.378    88   33 o  0   1.10  24.93692 -23.25477  5420.20  4717.72 3.36 2.91  88.5 -0.425 18.23 18.97 01a57972o0432o
57972.539995  19.772  0.765    45   34 o  0   0.89  24.93692 -23.25477  5483.36  4771.27 3.39 2.93  85.0 -0.415 18.24 18.97 01a57972o0449o
57972.548492  19.764  0.801    45   36 o  0   1.11  24.93692 -23.25477  5491.23  4630.50 3.48 2.96  82.7 -0.402 18.07 18.74 01a57972o0466o
57973.521172  19.096  0.403    83   34 o  0   1.42  24.93692 -23.25477  8003.73  5288.90 2.13 2.06 -51.1 -0.462 18.44 18.68 02a57973o0568o
57973.534883  19.580  0.549    54   29 o  0   0.82  24.93692 -23.25477  8039.63  5331.52 2.13 2.06 -41.3 -0.464 18.60 18.88 02a57973o0596o
57973.536345  19.970  0.801    37   30 o  0   0.79  24.93692 -23.25477  7967.26  5253.15 2.18 2.09 -32.3 -0.460 18.59 18.87 02a57973o0599o
57973.539280 -23.607 17.538    -1   23 o  0   1.55  24.93692 -23.25477  7948.08  5369.99 2.11 2.03 -43.8 -0.467 18.62 18.91 02a57973o0605o
57975.553250  19.171  0.346    78   27 o  0   1.33  24.93692 -23.25477  3292.83  4394.88 3.51 3.06   4.4 -0.412 18.46 19.33 01a57975o0611o
57975.561013  19.195  0.357    76   27 o  0   1.04  24.93692 -23.25477  3268.73  4329.56 3.26 2.94   5.7 -0.420 18.53 19.35 01a57975o0626o
57975.568788  19.775  0.561    45   25 o  0   1.14  24.93692 -23.25477  3317.22  4381.27 3.18 2.79  -0.3 -0.429 18.56 19.38 01a57975o0641o
57975.576610  19.352  0.318    66   21 o  0   1.77  24.93692 -23.25477  3329.01  4237.76 3.14 2.85   0.9 -0.428 18.60 19.43 01a57975o0656o
57977.591521  18.823  0.212   107   23 o  0   1.16  24.93692 -23.25477  5694.26  8053.39 2.21 2.07 -25.1 -0.449 18.98 19.56 02a57977o0705o
57977.600649  19.473  0.363    59   21 o  0   0.82  24.93692 -23.25477  4731.44  2344.46 2.43 2.32 -81.7 -0.423 18.92 19.56 02a57977o0722o
57977.628250  18.857  0.244   104   25 o  0   1.00  24.93692 -23.25477  4827.88  2303.93 2.53 2.49  82.6 -0.439 18.69 19.25 02a57977o0775o
57979.597042  18.498  0.157   145   23 o  0   0.85  24.93692 -23.25477  4393.96  4934.80 3.26 3.04  80.8 -0.426 18.86 20.15 01a57979o0693o
57979.603453  18.888  0.175   101   18 o  0   1.04  24.93692 -23.25477  6137.05  5343.93 3.03 2.72  86.7 -0.450 18.99 20.20 01a57979o0705o
57979.604458  19.619  0.397    52   20 o  0   1.34  24.93692 -23.25477  6192.29  5424.07 2.94 2.60 -84.7 -0.466 19.02 20.17 01a57979o0707o
57979.614217  19.150  0.245    79   20 o  0   0.86  24.93692 -23.25477  6127.28  5501.58 3.01 2.70 -84.9 -0.450 18.99 20.25 01a57979o0725o
57981.564608 -20.370  0.314   -26    8 c  0   1.46  24.93692 -23.25477  7603.71  7641.24 2.56 2.48 -37.0 -0.390 19.65 21.18 02a57981o0661c
57981.576755 -19.661  0.187   -50    9 c  0   1.21  24.93692 -23.25477  7617.51  7681.03 2.62 2.53 -34.9 -0.389 19.64 21.19 02a57981o0686c
57981.579673 -19.876  0.230   -41    9 c  0   1.00  24.93692 -23.25477  7564.12  7603.66 2.60 2.51 -35.7 -0.393 19.65 21.19 02a57981o0692c
57981.587942 -19.493  0.151   -58    9 c  0   1.38  24.93692 -23.25477  7544.55  7720.62 2.66 2.55 -38.4 -0.393 19.62 21.20 02a57981o0709c
57983.580253  18.679  0.105   123   13 o  0   1.11  24.93692 -23.25477  8075.55  7749.42 3.55 2.66 -82.2 -0.435 19.41 21.10 01a57983o0596o
57983.593858  18.691  0.112   121   14 o  0   0.92  24.93692 -23.25477  2460.23  2434.20 3.36 2.81  83.0 -0.432 19.37 21.19 01a57983o0621o
57983.597170  18.797  0.126   110   14 o  0   1.13  24.93692 -23.25477  8032.81  7779.25 3.64 2.83 -82.5 -0.416 19.42 21.25 01a57983o0627o
57985.564171 -23.174  3.786    -2    7 c  0   1.35  24.93692 -23.25477  7193.78  5081.42 2.72 2.48  59.3 -0.429 19.77 21.82 02a57985o0678c
