# SN2009ip magnitudes from Swift UVOT                                                        
# generated Thu Feb 22 23:34:36 UTC 2024 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.8(Bld47)_30Jun2023 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V               1.13455       0.105154
# B               2.73367       0.208239
# U               1.68467       0.121137
# UVW1           0.246222      0.0373990
# UVM2          0.0572742      0.0102046
# UVW2           0.100540      0.0121427
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     55084.6799    NULL    NULL  20.988  11.086  -0.028   0.011   3.000      0.0110322    3250.09   40937.26
UVW2     56174.9004  17.987   0.106  20.332  11.086   0.572   0.056   3.000      0.0110322     636.49    5921.21
UVW2     56176.6373  17.945   0.112  20.187  11.086   0.594   0.061   3.000      0.0110322     476.90    5965.53
UVW2     56183.4388  19.569   0.234  20.259  11.086   0.133   0.029   3.000      0.0110322     553.68    6533.04
UVW2     56196.3420  12.777   0.040  20.312  11.086  69.348   2.542   5.000      0.0110322    1437.06   18356.95
UVW2     56197.4572  12.603   0.040  19.319  11.086  81.466   3.027   5.000      0.0110322     227.29   11621.70
UVW2     56197.7054  12.485   0.040  19.256  11.086  90.816   3.359   5.000      0.0110322     221.50     225.05
UVW2     56198.4762  12.375   0.040  19.892  11.086 100.483   3.666   5.000      0.0110322     754.01   74253.12
UVW2     56198.5930  12.383   0.040  18.921  11.085  99.700   3.691   5.000      0.0110322     143.99     146.30
UVW2     56199.4618  12.682   0.041  19.132  11.086  75.686   2.839   5.000      0.0110322     166.22     168.88
UVW2     56199.6532  12.271   0.040  19.512  11.085 110.573   4.042   5.000      0.0110322     378.70     384.77
UVW2     56200.4910  12.208   0.040  19.544  11.085 117.188   4.275   5.000      0.0110322     419.50   40202.27
UVW2     56200.9867  12.156   0.040  19.120  11.085 122.911   4.497   5.000      0.0110322     223.20     226.78
UVW2     56201.3836  12.189   0.040  19.604  11.085 119.245   4.345   5.000      0.0110322     480.83   57799.43
UVW2     56201.4312  12.188   0.040  19.430  11.085 119.336   4.356   5.000      0.0110322     353.24   63737.95
UVW2     56201.9867  12.143   0.040  19.126  11.085 124.423   4.550   5.000      0.0110322     223.20     226.78
UVW2     56202.2564  12.168   0.040  19.183  11.085 121.561   4.446   5.000      0.0110322     240.90     244.77
